Id,OwnerUserId,Score,ViewCount,CommentCount
53069,22424.0,0,,1
53070,686.0,1,,2
53072,4598.0,1,,0
53073,9394.0,1,,4
53074,9394.0,1,,2
53075,847.0,1,32.0,0
53076,7290.0,1,,0
53077,13138.0,4,351.0,0
53078,11867.0,8,668.0,9
53079,11627.0,2,328.0,1
53080,13138.0,2,,0
53082,21598.0,0,,1
53083,21624.0,2,913.0,1
53084,18334.0,0,118.0,0
53085,22429.0,2,50.0,0
53086,21853.0,3,,0
53087,21805.0,0,,0
53089,603.0,0,76.0,0
53090,9394.0,0,,0
53091,8762.0,1,,2
53092,2817.0,1,,1
53093,17010.0,2,549.0,3
53095,279.0,1,,0
53096,12329.0,0,251.0,2
53097,603.0,1,31.0,0
53099,8627.0,1,130.0,2
53101,22361.0,1,212.0,0
53102,14860.0,0,628.0,2
53103,279.0,1,,0
53104,279.0,2,,0
53105,9394.0,8,,1
53106,22100.0,1,198.0,0
53107,1005.0,2,265.0,3
53108,9394.0,1,,6
53110,805.0,1,,4
53111,19848.0,0,805.0,1
53112,22075.0,0,61.0,1
53113,6633.0,4,,1
53114,21853.0,1,,0
53115,22435.0,0,189.0,6
53116,805.0,4,,8
53117,11458.0,0,,0
53118,11458.0,0,,0
53119,22436.0,-1,76.0,2
53120,13360.0,3,74.0,1
53121,4290.0,4,155.0,3
53122,12318.0,1,,1
53123,805.0,1,,7
53124,22439.0,0,79.0,8
53126,22356.0,0,556.0,2
53128,22356.0,9,,3
53129,10823.0,1,,6
53130,22442.0,1,133.0,6
53131,22443.0,0,345.0,2
53132,8402.0,1,,0
53134,19833.0,1,,0
53135,22444.0,3,219.0,3
53136,805.0,6,,0
53137,22444.0,1,,0
53139,686.0,3,,1
53140,22446.0,2,149.0,4
53141,686.0,0,,4
53143,11849.0,1,,1
53145,13314.0,0,53.0,5
53146,20884.0,2,459.0,2
53147,22452.0,1,43.0,1
53149,22311.0,0,,6
53150,16175.0,1,115.0,0
53151,21216.0,6,3510.0,9
53152,22311.0,1,,0
53153,17379.0,0,403.0,1
53154,22453.0,1,856.0,5
53155,22456.0,1,1672.0,1
53156,22311.0,0,,4
53157,22457.0,1,53.0,1
53158,1739.0,0,,0
53159,686.0,9,,1
53160,3330.0,1,,8
53162,6072.0,1,84.0,0
53163,18128.0,1,,1
53164,19960.0,1,185.0,0
53165,13138.0,2,,2
53167,22461.0,0,285.0,2
53168,22462.0,3,272.0,0
53169,805.0,2,,2
53170,10435.0,1,,0
53171,22067.0,0,73.0,1
53172,805.0,1,,1
53173,22311.0,0,,6
53174,22463.0,2,179.0,2
53175,21497.0,1,169.0,4
53176,805.0,2,,0
53177,22465.0,0,226.0,2
53179,805.0,3,,4
53180,22452.0,1,,1
53181,22452.0,1,,0
53182,13818.0,1,,0
53183,22452.0,1,,0
53184,22467.0,1,,1
53185,919.0,4,,0
53187,22452.0,1,,1
53188,22452.0,2,,0
53189,1764.0,2,,2
53190,1679.0,1,,0
53191,22469.0,2,375.0,6
53192,805.0,1,,2
53194,1191.0,8,,0
53195,1005.0,1,57.0,4
53196,22472.0,2,,0
53197,22444.0,-1,,2
53198,1191.0,1,,0
53199,22474.0,1,104.0,0
53200,22475.0,0,102.0,0
53201,805.0,1,,3
53202,22477.0,1,80.0,3
53203,22067.0,1,225.0,2
53204,22408.0,5,,1
53205,22452.0,0,,0
53206,13047.0,5,,0
53207,22452.0,1,,0
53208,22452.0,1,,0
53209,22452.0,0,,1
53210,22478.0,1,242.0,2
53211,22452.0,1,,0
53212,22452.0,1,,0
53213,22452.0,1,,0
53214,22452.0,0,,0
53215,22479.0,0,260.0,0
53217,22480.0,0,49.0,3
53218,11984.0,2,,0
53219,4257.0,1,,1
53222,22482.0,0,46.0,7
53224,22484.0,6,225.0,0
53225,21184.0,1,,0
53226,10026.0,0,,1
53227,22095.0,3,309.0,6
53230,8413.0,5,,2
53231,21238.0,0,201.0,3
53232,603.0,3,,2
53233,21957.0,-2,106.0,1
53234,22492.0,1,126.0,0
53235,20381.0,2,,3
53236,22311.0,2,,4
53237,13680.0,2,,4
53238,4173.0,0,174.0,0
53239,12401.0,1,777.0,2
53240,12411.0,15,1575.0,1
53241,20738.0,0,145.0,6
53243,22496.0,1,140.0,1
53246,22497.0,1,141.0,0
53248,22499.0,1,103.0,0
53250,22392.0,2,258.0,0
53251,22500.0,1,,1
53252,22501.0,0,77.0,1
53253,4257.0,1,,5
53254,22095.0,0,4413.0,4
53255,9394.0,1,,4
53256,20981.0,4,305.0,2
53257,686.0,1,,4
53258,20917.0,2,205.0,2
53259,21900.0,1,140.0,2
53260,8120.0,15,,4
53261,603.0,2,,3
53262,4290.0,2,69.0,2
53263,4164.0,1,,0
53265,22507.0,2,,1
53267,4050.0,0,180.0,5
53268,8402.0,1,14.0,0
53269,21340.0,3,960.0,1
53270,17976.0,0,115.0,3
53272,22509.0,1,,1
53273,6649.0,2,445.0,0
53274,22275.0,3,251.0,2
53275,5836.0,1,,0
53276,20598.0,1,42.0,1
53280,22022.0,2,1485.0,0
53281,22300.0,0,194.0,1
53282,805.0,1,,0
53283,6649.0,2,,2
53284,21351.0,1,,0
53285,22047.0,1,,0
53287,805.0,1,,8
53289,17072.0,2,,1
53291,159.0,3,,1
53292,805.0,0,,6
53293,11523.0,1,,1
53294,22514.0,1,293.0,1
53297,2676.0,0,158.0,4
53299,11748.0,1,1115.0,0
53300,17359.0,1,,0
53301,2676.0,0,,0
53302,22452.0,0,,1
53303,22452.0,1,,4
53304,20598.0,2,91.0,2
53305,21361.0,3,331.0,0
53306,2676.0,5,,2
53307,892.0,2,,0
53308,22519.0,6,322.0,1
53309,805.0,6,,24
53310,603.0,3,,1
53312,7787.0,3,4852.0,0
53313,22523.0,-1,,1
53314,22525.0,1,19.0,0
53318,22508.0,2,,5
53319,1098.0,0,,0
53320,22528.0,1,176.0,0
53321,22483.0,2,118.0,0
53322,20085.0,1,,0
53323,22530.0,1,361.0,0
53324,22532.0,1,189.0,0
53325,22531.0,0,78.0,2
53326,12626.0,2,210.0,1
53327,17106.0,0,,1
53329,22535.0,1,,1
53330,17503.0,0,82.0,0
53331,22536.0,1,,0
53332,21340.0,0,,0
53333,5795.0,5,141.0,4
53334,22062.0,2,705.0,0
53335,10479.0,3,,4
53336,10533.0,1,113.0,0
53337,22541.0,3,164.0,1
53338,17908.0,1,,0
53340,22542.0,0,48.0,2
53341,22543.0,3,,1
53342,22451.0,1,,0
53343,17107.0,1,119.0,0
53345,21361.0,3,674.0,3
53346,21982.0,1,,2
53347,17908.0,6,,0
53348,4253.0,2,,4
53349,22544.0,-1,429.0,3
53350,21846.0,3,,4
53351,7008.0,0,,3
53352,16612.0,0,,5
53353,22547.0,1,,2
53354,21846.0,0,370.0,4
53355,22298.0,2,189.0,6
53357,,-1,200.0,3
53358,22546.0,3,224.0,1
53359,22287.0,1,46.0,0
53360,22550.0,5,113.0,0
53361,22553.0,0,,0
53362,22551.0,1,210.0,2
53363,21982.0,1,,0
53364,10069.0,2,,0
53365,22432.0,1,106.0,1
53366,22543.0,1,,0
53367,16049.0,4,,0
53368,13154.0,3,119.0,1
53369,12393.0,1,,0
53370,2129.0,0,,0
53371,21853.0,1,,0
53373,22452.0,2,,1
53374,21846.0,1,,4
53375,20338.0,3,561.0,0
53376,22503.0,1,16.0,0
53377,20884.0,0,71.0,2
53378,17359.0,1,37.0,0
53380,22197.0,2,367.0,10
53381,22562.0,3,,0
53382,17072.0,0,,0
53383,22563.0,1,,0
53384,20650.0,1,,1
53386,9394.0,1,,4
53387,21866.0,2,,1
53388,22566.0,2,71.0,0
53389,20738.0,0,217.0,3
53390,22568.0,1,938.0,0
53391,7071.0,4,,0
53393,22570.0,1,1107.0,8
53397,22452.0,0,,1
53398,20598.0,1,,2
53399,22452.0,1,,0
53401,22452.0,1,,0
53402,1944.0,2,95.0,2
53403,15949.0,1,287.0,0
53404,805.0,1,,1
53405,16741.0,0,,1
53407,22577.0,1,2506.0,0
53408,13561.0,2,72.0,0
53409,7972.0,1,,1
53410,22579.0,2,295.0,0
53411,17908.0,1,,2
53412,4257.0,5,,2
53413,887.0,0,,0
53414,15949.0,0,308.0,5
53415,15949.0,1,,0
53417,3277.0,1,,0
53420,20836.0,2,,5
53421,22583.0,0,405.0,3
53422,21846.0,1,,0
53423,21998.0,1,207.0,0
53424,12147.0,2,,2
53425,22542.0,0,134.0,0
53427,11956.0,2,514.0,0
53429,22585.0,1,160.0,2
53430,21846.0,2,,0
53432,22587.0,2,176.0,0
53433,22588.0,3,526.0,10
53434,21216.0,0,229.0,3
53435,20778.0,1,95.0,2
53436,21216.0,0,,0
53437,21846.0,1,,6
53439,11623.0,1,,3
53443,22543.0,1,,0
53444,21933.0,1,63.0,0
53445,7734.0,0,43.0,5
54443,21933.0,1,44.0,0
54444,21846.0,1,,0
54445,226.0,0,,1
54446,16049.0,0,,0
54448,4485.0,3,,1
54449,17072.0,3,,0
54450,17072.0,17,760.0,3
54451,23593.0,-4,220.0,1
54452,21307.0,4,200.0,0
54453,22543.0,22,,2
54454,3874.0,0,,0
54455,23594.0,1,2711.0,1
54456,3874.0,0,,0
54457,1036.0,10,,3
54458,20639.0,4,97.0,1
54459,20381.0,4,,1
54460,10340.0,1,153.0,0
54461,3874.0,0,,0
54462,22298.0,3,,0
54463,23595.0,0,77.0,3
54464,18528.0,2,145.0,1
54466,17072.0,1,,0
54467,919.0,14,,1
54468,2817.0,1,,0
54469,686.0,1,,0
54470,8402.0,1,,0
54471,11623.0,2,,5
54472,23597.0,0,2748.0,1
54474,9394.0,1,,0
54476,23598.0,2,449.0,2
54478,12393.0,1,,0
54479,,1,125.0,4
54480,6006.0,1,,0
54481,22518.0,1,,1
54483,20316.0,2,117.0,0
54485,12393.0,1,,0
54486,21420.0,3,156.0,3
54487,23601.0,3,208.0,1
54489,21846.0,0,,3
54490,13138.0,6,,2
54491,23604.0,2,323.0,1
54492,4253.0,2,,3
54493,22287.0,2,,3
54494,12923.0,0,39.0,3
54495,686.0,1,,2
54496,686.0,3,,1
54497,1764.0,1,,0
54498,12923.0,7,479.0,3
54499,805.0,1,,0
54502,23608.0,0,,1
54503,23611.0,0,147.0,0
54504,7744.0,1,,0
54506,6920.0,4,168.0,0
54507,12502.0,3,203.0,1
54508,22519.0,2,98.0,8
54509,22452.0,1,,0
54511,17262.0,0,116.0,0
54514,3040.0,1,1378.0,8
54515,23618.0,0,188.0,0
54516,1005.0,1,94.0,0
54517,5795.0,1,,0
54518,3019.0,2,147.0,0
54519,6649.0,3,204.0,0
54520,805.0,1,,1
54521,23622.0,2,112.0,3
54522,21846.0,5,3703.0,6
54523,1005.0,2,84.0,0
54524,22518.0,4,,0
54525,20980.0,5,291.0,1
54526,686.0,1,,1
54527,686.0,1,,1
54528,22392.0,1,63.0,0
54529,686.0,2,,2
54530,14202.0,1,258.0,2
54531,4253.0,2,,5
54532,21471.0,2,203.0,1
54533,23625.0,9,2539.0,0
54534,21846.0,1,,0
54536,2392.0,5,,3
54537,23628.0,0,125.0,0
54538,10823.0,0,,0
54540,23598.0,0,,0
54541,1643.0,1,210.0,3
54542,4257.0,2,,0
54543,19814.0,0,53.0,2
54544,9253.0,3,431.0,0
54545,20666.0,12,,0
54546,3411.0,0,,0
54547,14826.0,1,754.0,1
54548,6857.0,2,,4
54550,1005.0,1,58.0,1
54551,14731.0,0,90.0,0
54552,10500.0,1,,1
54553,10500.0,1,,0
54554,23635.0,2,,0
54555,10500.0,1,,2
54556,23637.0,2,577.0,1
54559,17590.0,2,258.0,0
54560,686.0,1,,2
54561,21998.0,1,133.0,0
54562,4257.0,4,,0
54563,23640.0,2,,2
54565,10598.0,0,108.0,1
54566,23642.0,1,649.0,2
54567,23644.0,0,54.0,0
54568,19814.0,0,91.0,8
54569,22543.0,1,,1
54570,7167.0,2,131.0,1
54571,17072.0,2,,3
54572,21043.0,1,127.0,2
54574,12393.0,2,,4
54575,16049.0,1,,0
54576,20709.0,2,130.0,1
54577,624.0,4,1333.0,0
54578,23648.0,0,683.0,0
54579,23645.0,1,18.0,0
54580,13744.0,1,94.0,0
54581,23650.0,2,104.0,0
54583,919.0,9,,1
54584,7870.0,1,139.0,1
54585,1764.0,1,,0
54586,4598.0,2,,0
54587,22287.0,1,,2
54588,17072.0,3,,0
54590,23653.0,2,560.0,1
54591,23655.0,0,231.0,1
54592,17072.0,1,,0
54593,20598.0,1,,1
54594,7071.0,3,,0
54595,805.0,4,,6
54596,18128.0,2,,3
54597,23657.0,0,164.0,0
54598,686.0,3,,0
54599,10598.0,0,,0
54601,-1.0,0,,0
54602,686.0,0,,0
54603,6056.0,2,450.0,2
54604,21260.0,0,,0
54605,21260.0,1,,0
54606,23659.0,3,278.0,3
54607,21076.0,4,170.0,2
54608,21971.0,0,,0
54609,21971.0,6,,3
54610,23660.0,2,48.0,0
54611,21971.0,0,,2
54612,805.0,11,,16
54613,23661.0,2,59.0,0
54614,686.0,1,,2
54615,7290.0,3,,7
54617,1709.0,1,21.0,0
54618,20861.0,1,51.0,3
54619,9738.0,2,,8
54620,7250.0,3,,1
54622,4164.0,1,,3
54623,20820.0,0,701.0,2
54624,1195.0,5,,3
54627,23664.0,1,82.0,0
54628,4257.0,1,,0
54629,11805.0,3,,2
54631,23665.0,0,,0
54633,22100.0,2,91.0,0
54635,14202.0,2,110.0,1
54636,23667.0,1,56.0,0
54637,,1,160.0,9
54642,23648.0,2,,1
54643,23671.0,0,59.0,0
54644,10500.0,1,,1
54645,23672.0,3,182.0,6
54646,23668.0,1,,0
54647,4257.0,1,,2
54648,23673.0,0,1869.0,0
54649,21346.0,3,216.0,1
54650,14443.0,1,,0
54651,23674.0,1,222.0,2
54652,21846.0,7,,4
54653,23675.0,0,82.0,1
54655,11598.0,0,23.0,3
54656,22267.0,2,,7
54657,4257.0,1,,0
54658,21846.0,0,,0
54661,7290.0,4,,5
54662,21998.0,0,360.0,4
54663,22309.0,2,,2
54664,23682.0,1,548.0,3
54668,23683.0,1,484.0,5
54669,1764.0,1,,0
54670,14860.0,0,,5
54671,11409.0,0,61.0,4
54672,10500.0,2,,1
54673,23686.0,0,31.0,5
54674,13342.0,3,503.0,8
54675,22452.0,-2,,10
54678,23689.0,3,98.0,2
54680,686.0,2,,0
54682,10026.0,4,489.0,1
54683,17107.0,1,160.0,1
54684,4505.0,3,,0
54685,686.0,4,,3
54687,23681.0,8,387.0,10
54688,20381.0,2,,0
54689,12393.0,2,,6
54690,7419.0,1,,0
54692,23697.0,0,57.0,2
54693,20884.0,4,178.0,0
54694,22543.0,2,,0
54695,11859.0,5,282.0,6
54696,22293.0,1,390.0,0
54698,17072.0,1,,7
54699,8686.0,2,1811.0,9
54701,23701.0,3,46.0,1
54702,23702.0,1,83.0,3
54703,22356.0,2,,0
54705,23705.0,1,92.0,0
54706,23706.0,1,35.0,0
54707,11852.0,1,,0
54708,20381.0,1,,2
54709,23708.0,1,117.0,0
54710,805.0,1,,7
54711,23611.0,0,,0
54713,20245.0,0,382.0,4
54716,17359.0,3,103.0,0
54717,17359.0,5,,2
54718,22103.0,0,,0
54720,23712.0,0,,0
54721,4983.0,0,,0
54723,23714.0,1,48.0,0
54724,8686.0,6,340.0,20
54725,805.0,4,,3
54726,21998.0,0,282.0,5
54727,22236.0,4,137.0,2
54728,22433.0,1,36.0,2
54729,23715.0,3,228.0,0
54730,23717.0,2,,10
54731,23717.0,2,,2
54733,21998.0,3,150.0,7
54734,23717.0,6,,9
54735,4337.0,2,157.0,0
54736,21998.0,0,191.0,1
54737,6920.0,4,,0
54739,6146.0,0,92.0,0
54740,23721.0,2,89.0,0
54741,20334.0,0,152.0,0
54742,4598.0,1,,0
54743,23722.0,1,46.0,2
54744,23723.0,0,61.0,2
54745,4598.0,1,,0
54746,6897.0,3,214.0,3
54747,18202.0,0,,0
54749,22452.0,0,,0
54750,3040.0,1,5885.0,4
54751,9394.0,1,,0
54752,23693.0,2,188.0,0
54753,14550.0,2,248.0,6
54754,22047.0,2,,5
54755,7071.0,3,,9
54756,686.0,1,,1
54757,23725.0,1,210.0,0
54758,17359.0,0,,0
54759,686.0,3,,0
54760,21206.0,0,80.0,2
54762,1764.0,2,,0
54763,7744.0,5,,0
54764,16612.0,1,70.0,6
54766,14104.0,2,734.0,0
54767,16127.0,1,206.0,1
54769,23729.0,0,915.0,0
54770,686.0,2,,0
54771,4505.0,2,,1
54772,6633.0,2,,1
54773,7972.0,2,,1
54774,9394.0,10,202.0,0
54775,1735.0,1,210.0,0
54776,13818.0,13,,4
54778,23672.0,0,46.0,3
54779,20344.0,6,,0
54780,805.0,1,,1
54781,21998.0,1,144.0,0
54784,23734.0,5,,4
54785,22392.0,1,96.0,6
54788,1036.0,4,,3
54790,12786.0,6,494.0,0
54791,21072.0,2,280.0,4
54792,21545.0,0,64.0,4
54794,23741.0,4,185.0,6
54796,7290.0,5,,0
54797,18202.0,5,213.0,8
54800,16049.0,1,,0
54801,23744.0,2,78.0,1
54804,13516.0,2,,1
54805,11281.0,0,61.0,2
54807,3094.0,3,,0
54809,23749.0,1,,2
54810,12329.0,1,68.0,1
54811,805.0,11,,1
54812,11060.0,0,,2
54814,23753.0,3,301.0,0
54815,805.0,4,,3
54816,17072.0,1,,1
54817,23755.0,2,159.0,7
54818,23733.0,3,1572.0,0
54819,805.0,2,,1
54820,23756.0,1,443.0,2
54821,9244.0,1,608.0,1
54822,805.0,2,,0
54823,23758.0,4,144.0,2
54824,16057.0,1,359.0,0
54825,13680.0,6,,2
54826,23759.0,0,,1
54827,23759.0,0,,0
54828,23759.0,1,,0
54829,23759.0,1,,1
54830,23759.0,1,,1
54831,23759.0,0,,0
54832,23759.0,0,,0
54834,23759.0,1,,2
54835,23759.0,1,,0
54836,23759.0,1,,1
54837,16612.0,0,,0
54838,16612.0,0,,0
54839,805.0,1,,3
54842,23759.0,0,,0
54844,23759.0,0,,1
54845,23665.0,2,,2
54847,23759.0,0,,0
54848,23761.0,0,,0
54849,21361.0,11,1532.0,4
54850,23665.0,0,,0
54851,23762.0,0,19.0,1
54852,23759.0,1,,0
54853,20266.0,5,488.0,0
54854,23764.0,-1,608.0,2
54855,23759.0,1,,0
54856,23763.0,1,672.0,0
54857,23759.0,1,,1
54858,557.0,0,,0
54859,23766.0,7,,1
54860,805.0,2,,0
54861,10286.0,3,90.0,0
54862,1739.0,15,,3
54863,805.0,4,,0
54865,10069.0,3,,0
54866,16049.0,1,,0
54867,23769.0,3,74.0,1
54868,16049.0,1,,2
54869,23770.0,1,,0
54870,16049.0,6,,1
54871,13047.0,2,,0
54872,9394.0,2,,0
54873,23771.0,2,98.0,1
54874,22452.0,3,,2
54876,10286.0,0,29.0,4
54877,13047.0,4,,0
54878,805.0,1,,5
54879,23772.0,0,60.0,2
54880,900.0,8,289.0,0
54882,23774.0,1,107.0,3
54884,23779.0,0,189.0,3
54885,21407.0,2,983.0,0
54886,22543.0,1,,0
54887,15949.0,0,,5
54888,23774.0,1,1570.0,0
54890,919.0,3,,2
54891,8175.0,1,,2
54892,23785.0,6,,1
54893,23786.0,0,154.0,3
54894,919.0,12,,9
54895,2798.0,2,164.0,3
54896,23783.0,0,178.0,5
54897,23788.0,1,248.0,1
54898,2929.0,0,312.0,8
54899,8013.0,2,308.0,3
54900,17600.0,4,1262.0,0
54901,16049.0,2,,0
54904,14188.0,2,,1
54907,14188.0,1,,0
54908,23784.0,3,166.0,4
54909,16663.0,1,,3
54910,3262.0,2,,4
54912,22314.0,0,115.0,4
54913,23796.0,0,145.0,1
54914,12924.0,1,119.0,1
54915,23797.0,2,237.0,0
54916,805.0,3,,0
54917,16601.0,2,46.0,1
54919,12924.0,1,,0
54920,23798.0,1,30.0,0
54921,4253.0,8,,4
54922,23667.0,0,,0
54923,23800.0,1,,0
54924,7972.0,2,,0
54925,16049.0,0,,0
54926,805.0,4,,0
54927,2676.0,3,216.0,2
54928,7828.0,1,,2
54929,20344.0,2,,1
54930,7972.0,5,,0
54931,23802.0,0,,0
54933,23803.0,0,,1
54934,10500.0,0,,1
54935,16049.0,1,,0
54936,16255.0,3,106.0,3
54937,17590.0,2,1057.0,0
54938,7972.0,10,,2
54939,10500.0,1,,2
54940,23804.0,3,,5
54942,5739.0,1,,0
54943,2676.0,1,277.0,10
54946,23665.0,3,,0
54947,23814.0,1,58.0,3
54948,19981.0,2,71.0,0
54950,19981.0,2,100.0,1
54951,6476.0,6,472.0,4
54952,3040.0,1,707.0,2
54953,21072.0,0,,2
54954,20580.0,1,2641.0,3
54956,23821.0,1,,1
54957,686.0,2,,0
54958,21846.0,3,,0
54959,1036.0,2,,0
54960,23774.0,0,674.0,1
54961,7734.0,3,106.0,2
54962,13561.0,0,404.0,0
54963,11852.0,1,,2
54964,805.0,1,,5
54965,805.0,2,,0
54966,6920.0,7,225.0,0
54967,805.0,4,,0
54968,23822.0,1,50.0,1
54969,22452.0,1,,2
54970,919.0,2,,7
54971,5739.0,8,,2
54972,23823.0,3,231.0,4
54973,17107.0,1,,2
54975,23824.0,1,121.0,2
54976,11421.0,2,34.0,1
54978,23598.0,1,182.0,0
54980,22292.0,1,30.0,0
54983,10500.0,2,,2
54984,22452.0,0,,1
54986,401.0,6,449.0,2
54987,20461.0,0,208.0,3
54989,7071.0,1,,0
54990,10535.0,1,194.0,4
54993,20884.0,0,472.0,6
54994,23775.0,1,,0
54995,19848.0,1,460.0,5
54996,23835.0,3,518.0,0
54998,1679.0,1,,0
54999,1586.0,0,133.0,3
55000,22356.0,6,,5
55001,22022.0,1,65.0,5
55002,5836.0,1,,2
55003,16049.0,0,,1
55004,4505.0,4,,0
55005,401.0,3,,0
55006,22356.0,5,,1
55007,805.0,1,,0
55008,23807.0,0,158.0,1
55009,805.0,1,,0
55010,805.0,0,,3
55011,12329.0,0,414.0,6
55013,686.0,1,,0
55014,18612.0,1,,0
55015,17072.0,1,,1
55016,805.0,5,,2
55017,7071.0,0,,4
55018,20344.0,5,592.0,5
55019,23838.0,0,137.0,2
55020,14602.0,0,106.0,0
55021,22312.0,2,,7
55023,23807.0,1,187.0,0
55024,5836.0,3,,7
55027,23842.0,0,71.0,8
55031,9007.0,0,84.0,7
55033,23847.0,0,78.0,3
55034,23828.0,3,577.0,1
55035,22309.0,0,,0
55036,23849.0,0,43.0,4
55037,23850.0,0,91.0,4
55039,21846.0,0,,0
55040,23853.0,3,,1
55041,10286.0,-1,104.0,1
55042,11915.0,0,,0
55043,17230.0,0,,0
55044,10500.0,1,,3
55045,23853.0,3,,0
55046,10217.0,3,,0
55047,4598.0,2,,0
55048,17230.0,0,,0
55049,23860.0,0,77.0,7
55050,16049.0,2,,2
55051,23856.0,0,253.0,1
55052,,2,298.0,0
55053,23853.0,1,,2
55054,23863.0,4,406.0,3
55055,22343.0,2,,0
55056,22309.0,0,,6
55057,59.0,0,37.0,0
55059,22452.0,5,,2
55061,6829.0,1,,0
55062,16049.0,5,,3
55063,22552.0,0,253.0,2
55064,17230.0,2,,0
55065,23866.0,1,58.0,0
55068,16306.0,0,261.0,3
55069,23870.0,1,42.0,5
55071,10217.0,6,,3
55072,8114.0,3,1330.0,0
55073,23783.0,2,83.0,3
55076,7250.0,2,,1
55081,23874.0,5,328.0,1
55083,23876.0,1,985.0,0
55084,14443.0,6,,2
55085,12809.0,1,213.0,6
55086,2676.0,0,477.0,0
55087,16049.0,1,,1
55088,2676.0,0,,0
55089,23879.0,1,,3
55090,23880.0,2,116.0,3
55092,3262.0,3,,0
55093,23882.0,2,60.0,6
55094,805.0,1,,0
55095,686.0,2,,0
55096,9394.0,2,,4
55097,23885.0,3,193.0,3
55098,5176.0,3,242.0,3
55099,23887.0,0,,0
55100,20569.0,-1,1707.0,0
55101,858.0,2,,1
55102,9394.0,1,,0
55103,13047.0,0,,0
55104,23890.0,0,154.0,7
55105,23891.0,9,872.0,3
55106,23892.0,1,156.0,2
55107,20344.0,2,,0
55110,23895.0,1,,2
55111,22452.0,1,,10
55112,23898.0,1,619.0,2
55113,23897.0,9,501.0,1
55114,805.0,16,,4
55115,805.0,0,,10
55116,22047.0,0,,1
55117,23900.0,3,,2
55118,1643.0,4,2880.0,0
55119,10286.0,-3,67.0,4
55120,23901.0,0,67.0,2
55121,3019.0,2,,6
55122,21982.0,0,,0
55123,11852.0,3,,4
55124,23904.0,1,241.0,0
55126,23906.0,2,,0
55129,805.0,1,,4
55130,805.0,2,,0
55131,19981.0,1,189.0,2
55132,21998.0,3,3936.0,3
55133,686.0,2,,4
55134,7261.0,7,793.0,5
55135,23911.0,2,,4
55136,5480.0,2,187.0,3
55139,12486.0,1,376.0,0
55140,23913.0,0,87.0,8
55143,20793.0,0,101.0,7
55144,20884.0,0,178.0,0
55145,22452.0,1,74.0,3
55147,23918.0,3,1098.0,1
55148,,2,624.0,1
55149,21340.0,2,,0
55150,3601.0,1,,0
55152,21998.0,0,174.0,0
55153,23694.0,2,90.0,1
55154,23922.0,1,,4
55155,4733.0,5,,0
55156,18493.0,8,298.0,0
55157,23956.0,2,331.0,0
55158,23911.0,2,,0
55159,14826.0,1,80.0,1
55160,3277.0,1,,2
55161,23923.0,0,157.0,0
55162,4733.0,1,,0
55165,8402.0,2,99.0,3
55167,22452.0,2,,2
55168,22114.0,2,1019.0,0
55169,23926.0,3,522.0,8
55171,23928.0,2,65.0,3
55172,3376.0,0,,0
55173,8013.0,1,73.0,0
55174,7828.0,5,,2
55175,20603.0,3,,1
55176,22062.0,0,374.0,0
55177,23915.0,4,1624.0,1
55179,20603.0,2,,0
55183,22088.0,2,28.0,2
55184,21347.0,1,34.0,0
55185,17856.0,1,,0
55186,23934.0,1,443.0,5
55187,23935.0,2,63.0,0
55188,20603.0,1,,0
55189,11210.0,0,81.0,4
55190,7250.0,2,,0
55191,23936.0,1,60.0,3
55192,12409.0,0,105.0,2
55194,10826.0,4,,0
55195,8013.0,2,,0
55196,805.0,2,,0
55197,159.0,1,,3
55200,23939.0,1,155.0,0
55201,2150.0,1,,0
55205,805.0,10,,2
55206,21971.0,0,,0
55207,23943.0,2,149.0,2
55208,20381.0,1,,0
55209,23945.0,2,117.0,3
55210,23946.0,0,76.0,4
55211,19867.0,1,47.0,2
55212,16789.0,3,205.0,2
55213,13634.0,1,81.0,0
55214,22147.0,2,58.0,0
55215,18392.0,-1,583.0,1
55216,22147.0,0,94.0,0
55218,20793.0,1,47.0,1
55220,16663.0,1,,0
55221,3903.0,0,,0
55223,23950.0,1,,1
55225,17230.0,1,,1
55227,23853.0,1,,1
55228,4376.0,3,,4
55229,4864.0,0,62.0,3
55230,23853.0,2,,0
55231,7828.0,2,,4
55232,21810.0,2,298.0,0
55233,17541.0,3,,1
55236,23956.0,2,1914.0,1
55237,23957.0,4,281.0,1
55238,16789.0,4,,3
55240,23775.0,1,142.0,0
55241,10026.0,3,,0
55243,23960.0,1,127.0,2
55244,10500.0,1,,5
55245,18493.0,1,183.0,3
55247,7255.0,8,529.0,4
55248,23964.0,0,249.0,4
55249,17072.0,2,,3
55250,14839.0,3,69.0,1
55251,1445.0,3,265.0,7
55253,16049.0,4,,2
55254,4598.0,0,,1
55255,10524.0,2,,1
55257,1764.0,1,,0
55258,16049.0,1,,1
55261,17428.0,1,61.0,1
55262,21998.0,1,109.0,4
55263,11852.0,5,,3
55267,15913.0,2,292.0,0
55268,7945.0,1,702.0,0
55269,23970.0,0,2036.0,1
55270,6750.0,1,,2
55271,19762.0,2,400.0,0
55272,18334.0,4,213.0,4
55273,23974.0,4,319.0,10
55274,8402.0,0,,0
55275,10164.0,1,,2
55277,14202.0,3,155.0,0
55278,7244.0,3,,0
55279,20884.0,2,49.0,0
55280,21169.0,10,,1
55281,17230.0,2,,0
55282,686.0,1,,6
55283,17072.0,4,,4
