Id,Reputation,Views,UpVotes,DownVotes
27714,1,0,0,0
27715,1,1,0,0
27718,1,0,0,0
27719,118,6,1,0
27720,1,0,0,0
27721,101,2,4,0
27722,1,0,0,0
27724,1,6,0,0
27726,1,1,0,0
27727,1,0,0,0
27728,116,1,0,0
27729,101,0,0,0
27730,1,0,0,0
27731,101,0,0,0
27732,3,2,0,0
27733,1,1,0,0
27735,13,1,0,0
27736,11,2,0,0
27737,11,7,0,0
27738,39,6,4,0
27739,101,0,0,0
27740,1,0,0,0
27741,1,3,0,0
27742,36,1,0,0
27743,80,7,6,0
27744,26,1,0,0
27745,1,0,0,0
27746,1,2,0,0
27747,1,0,0,0
27748,101,0,0,0
27749,23,7,0,0
27750,18,2,4,0
27752,46,0,0,0
27753,101,0,0,0
27754,18,1,2,0
27755,9,0,0,0
27757,11,3,0,0
27758,1,0,0,0
27759,101,0,0,0
27760,11,1,0,0
27761,115,5,9,0
27762,1,0,0,0
27763,19,11,0,0
27764,101,0,0,0
27765,605,28,15,0
27767,115,2,1,0
27768,1,0,0,0
27769,8,4,0,0
27770,101,0,0,0
27771,1,0,0,0
27772,18,5,1,0
27773,101,1,2,0
27774,101,1,4,0
27775,9,2,0,0
27776,1,1,0,0
27777,1,0,0,0
27778,101,0,0,0
27779,792,97,30,3
27780,1,0,0,0
27781,6,4,0,0
27782,101,0,25,0
27783,38,3,1,0
27784,6,0,0,0
27785,101,1,3,0
27786,1,0,0,0
27787,11,1,0,0
27788,101,0,0,0
27789,106,1,1,0
27790,6,0,0,0
27791,118,8,1,0
27792,1,0,0,0
27793,141,7,0,0
27794,1,0,0,0
27795,8,1,0,0
27796,13,2,1,0
27797,6,3,0,0
27798,113,6,0,0
27799,1,0,0,0
27800,116,4,0,0
27801,1,0,0,0
27802,1,0,0,0
27803,1,3,0,0
27804,1,0,0,0
27805,1,0,0,0
27806,1,0,0,0
27807,3,1,0,0
27808,26,0,0,0
27809,1,0,0,0
27810,1,0,0,0
27811,1,0,0,0
27812,241,11,9,1
27813,105,19,6,0
27814,1,0,0,0
27815,19,1,0,0
27816,101,2,6,0
27819,1,1,0,0
27820,11,1,0,0
27821,11,1,0,0
27822,1,7,0,0
27823,1,1,0,0
27824,9,1,0,0
27825,6,1,0,0
27826,106,4,6,0
27827,181,13,1,0
27828,101,0,0,0
27830,1,0,0,0
27831,16,0,0,0
27832,66,0,0,0
27833,1,0,0,0
27834,21,16,1,0
27835,1,2,0,0
27836,101,0,4,0
27837,101,0,2,0
27838,409,33,125,0
27839,11,1,0,0
27840,366,10,8,0
27841,20,0,0,0
27843,1,0,0,0
27844,16,3,0,0
27847,3,0,0,0
27848,1,3,0,0
27849,18,0,2,0
27851,1,6,0,0
27852,6,1,0,0
27853,36,7,0,0
27854,121,0,1,0
27855,198,15,23,0
27858,1,0,0,0
27859,1,0,0,0
27860,11,0,0,0
27861,313,27,3,0
27862,131,2,0,0
27863,21,5,0,0
27864,1,0,0,0
27866,96,5,6,0
27867,6,3,0,0
27868,101,0,2,0
27869,138,5,11,0
27870,1,0,0,0
27871,11,2,0,0
27873,1,0,0,0
27874,11,2,0,0
27875,1,0,0,0
27876,8,1,0,0
27877,1,0,0,0
27878,101,0,0,0
27879,141,30,4,0
27880,1,0,0,0
27881,34,3,6,0
27882,21,0,0,0
27883,11,0,0,0
27884,11,2,0,0
27885,101,0,0,0
27886,1,7,0,0
27888,1,0,0,0
27889,1,0,0,0
27890,1,0,0,0
27891,6,6,0,0
27893,1,3,0,0
27894,1,0,0,0
27895,6,1,0,0
27896,6,1,0,0
27898,101,0,0,0
27899,1,0,0,0
27900,137,17,7,0
27901,180,5,7,0
27902,101,0,0,0
27905,1,0,0,0
27906,1,0,0,0
27908,16,0,0,0
27909,16,2,0,0
27910,6,0,0,0
27911,1,3,0,0
27913,1,0,0,0
27914,16,1,0,0
27915,343,32,10,1
27916,1,0,0,0
27917,101,0,0,0
27918,101,0,0,0
27919,1,0,0,0
27920,1,1,0,0
27921,1,0,0,0
27922,1,2,0,0
27923,101,1,2,0
27924,1,2,0,0
27925,6,0,0,0
27926,14,8,0,0
27927,1,0,0,0
27928,4,0,0,0
27929,101,0,0,0
27930,11,0,0,0
27931,101,0,6,0
27932,1,0,0,0
27933,1,0,0,0
27934,101,0,1,0
27935,6,0,0,0
27936,26,16,0,0
27937,4,3,0,0
27938,104,0,0,0
27939,101,1,1,0
27941,6,1,0,0
27943,101,0,0,0
27944,101,0,0,0
27945,1,0,0,0
27947,26,1,0,0
27948,101,1,0,0
27949,153,3,6,1
27951,1,3,0,0
27952,101,1,11,0
27953,6,4,0,0
27954,28,8,0,0
27956,29,1,0,0
27957,106,1,0,0
27958,1,12,0,0
27959,1,1,0,0
27960,1,1,0,0
27961,11,0,0,0
27962,1,0,0,0
27963,11,1,0,0
27964,11,4,0,0
27965,303,9,2,0
27966,103,2,1,0
27967,46,2,1,0
27969,84,49,9,0
27970,28,4,176,0
27971,104,14,8,0
27972,16,2,2,0
27973,11,1,0,0
27974,111,1,2,0
27975,1,1,0,0
27976,1,0,0,0
27977,101,0,0,0
27978,1,0,0,0
27979,101,0,0,0
27981,1,1,0,0
27982,1,4,0,0
27983,13,3,0,0
27984,113,0,1,0
27985,101,0,0,0
27986,1,1,0,0
27987,1,1,0,0
27988,6,0,0,0
27989,1,0,0,0
27990,6,2,0,0
27991,101,0,0,0
27994,1,2,0,0
27995,16,6,0,0
27996,130,9,38,0
27998,113,2,0,0
28000,26,1,0,0
28001,1,4,0,0
28002,1,0,0,0
28004,1,3,0,0
28007,126,5,0,0
28008,101,0,0,0
28010,1,0,0,0
28011,101,2,4,0
28012,1,5,0,0
28013,6,1,0,0
28014,26,3,1,0
28015,1,0,0,0
28016,101,0,2,0
28018,1,0,0,0
28019,101,2,1,0
28020,101,0,1,0
28021,1,0,0,0
28022,1,1,0,0
28023,101,0,1,0
28024,1,0,0,0
28025,26,2,10,0
28026,1,0,0,0
28027,1,0,0,0
28028,1,0,0,0
28030,33,3,1,0
28031,1,0,0,0
28033,6,1,0,0
28034,101,0,0,0
28036,16,0,0,0
28037,24,4,0,0
28038,131,0,0,0
28039,1,0,0,0
28042,116,4,34,0
28043,1,4,0,0
28044,13,1,0,0
28045,1,0,0,0
28046,21,0,0,0
28047,6,2,0,0
28048,11,1,0,0
28049,23,1,2,0
28050,21,8,0,0
28051,21,1,0,0
28052,16,9,0,0
28053,87,19,19,0
28054,1,0,0,0
28055,78,6,2,0
28056,101,0,0,0
28057,1,0,0,0
28058,1,1,0,0
28060,1,2,0,0
28062,1,0,0,0
28063,11,3,0,0
28064,1,0,0,0
28066,13,1,0,0
28067,6,0,0,0
28068,6,1,0,0
28069,101,2,3,0
28070,110,2,0,0
28071,1,0,0,0
28072,1,9,0,0
28073,1,0,0,0
28074,23,4,1,0
28075,6,1,0,0
28076,26,1,0,0
28077,11,2,0,0
28078,111,3,1,0
28079,8,2,0,0
28080,1,1,0,0
28082,17,4,0,0
28083,1,0,0,0
28084,16,2,0,0
28085,101,0,7,0
28086,138,9,3,0
28087,6,2,0,0
28088,1,0,0,0
28089,1,0,0,0
28090,218,27,3,0
28092,15,44,0,0
28093,11,4,0,0
28096,6,1,0,0
28097,1,7,0,0
28098,3,6,0,0
28099,16,4,0,0
28100,1,0,0,0
28101,4,1,0,0
28102,13,0,0,0
28104,6,2,0,0
28105,11,1,0,0
28107,106,0,0,0
28108,6,0,0,0
28109,47,3,1,0
28110,101,1,2,0
28111,3,11,0,0
28112,6,2,0,0
28113,6,0,0,0
28114,101,0,0,0
28115,1,8,0,0
28116,1,0,0,0
28117,11,0,0,0
28118,11,2,0,0
28120,176,7,0,0
28121,1,1,0,0
28122,31,1,0,0
28124,1,1,0,0
28125,1,0,0,0
28126,1,0,0,0
28128,115,1,0,0
28130,6,3,0,0
28131,60,5,9,0
28132,11,7,0,0
28133,1,1,0,0
28134,60,0,7,0
28135,26,3,0,0
28136,8,1,0,0
28137,6,0,0,0
28139,1,0,0,0
28140,109,6,2,0
28141,6,6,0,0
28142,6,0,0,0
28143,16,2,0,0
28144,1,0,0,0
28145,6,0,0,0
28146,6,5,0,0
28147,16,5,0,0
28148,6,1,0,0
28149,1,1,0,0
28150,1,8,0,0
28151,21,7,0,0
28152,1,0,0,0
28153,38,1,0,0
28154,11,3,0,0
28155,31,9,0,0
28157,1,0,0,0
28158,11,3,0,0
28159,1,1,0,0
28160,21,3,0,0
28162,1,0,0,0
28163,1,0,0,0
28165,1,0,0,0
28167,1,0,0,0
28168,6,8,0,0
28169,101,4,0,0
28170,16,2,0,0
28172,106,1,37,0
28173,101,0,0,0
28174,11,0,0,0
28175,11,1,0,0
28176,1,0,0,0
28178,1,1,0,0
28179,11,1,0,0
28181,101,1,0,0
28182,1,0,0,0
28183,212,41,40,0
28184,1,0,0,0
28185,36,1,2,0
28186,1,0,0,0
28187,1,1,0,0
28188,111,4,0,0
28189,6,2,0,0
28190,101,0,0,0
28191,103,4,1,0
28192,1,0,0,0
28193,31,0,0,0
28194,16,4,0,0
28195,11,0,0,0
28196,16,0,0,0
28198,1,0,0,0
28199,101,2,1,0
28200,101,0,0,0
28202,1,1,0,0
28203,1,0,0,0
28204,18,3,0,0
28205,16,2,0,0
28207,6,1,0,0
28209,56,2,0,0
28211,18,3,0,0
28212,6,0,0,0
28213,1,2,0,0
28214,11,0,0,0
28215,1,0,0,0
28216,59,15,2,0
28217,1,5,0,0
28218,628,240,95,10
28219,1,3,0,0
28220,101,2,20,0
28221,21,6,1,0
28222,1,1,0,0
28223,1,1,0,0
28224,6,0,0,0
28225,16,1,0,0
28226,103,2,1,0
28227,11,0,0,0
28229,101,0,0,0
28230,1,0,0,0
28231,154,26,3,1
28232,1,0,0,0
28233,11,1,0,0
28236,54,18,1,0
28237,160,2,2,0
28238,1,2,0,0
28239,41,0,0,0
28241,23,1,0,0
28242,118,3,2,0
28243,1,0,0,0
28244,101,0,0,0
28245,11,1,0,0
28246,11,4,0,0
28249,6,2,0,0
28250,1,3,0,0
28251,1,0,0,0
28252,6,14,0,0
28253,1,0,0,0
28254,1,1,0,0
28255,23,2,0,0
28256,11,2,0,0
28257,81,5,3,0
28258,1,0,0,0
28259,1,0,0,0
28260,3,7,0,0
28261,1,1,0,0
28263,1,0,0,0
28264,1,0,0,0
28265,1,7,0,0
28266,11,1,0,0
28267,1,0,0,0
28269,101,0,0,0
28270,1,0,0,0
28271,1,2,0,0
28272,1,3,0,0
28273,1,0,0,0
28274,1,0,0,0
28275,26,1,1,0
28276,118,0,3,0
28277,11,1,0,0
28278,13,0,0,0
28279,21,7,0,0
28280,1,4,0,0
28281,378,14,34,0
28282,1,3,0,0
28284,11,3,0,0
28285,175,32,11,1
28286,11,1,0,0
28287,1,8,0,0
28288,830,59,42,1
28289,1,1,0,0
28290,6,1,0,0
28292,1,5,0,0
28293,21,1,0,0
28294,6,1,0,0
28296,1,0,0,0
28297,1,0,0,0
28298,6,0,0,0
28299,4,8,0,0
28300,1,0,0,0
28304,131,5,46,0
28306,1,1,0,0
28309,164,13,20,0
28310,1,0,0,0
28311,113,5,3,0
28312,1,0,0,0
28313,16,1,0,0
28314,101,0,0,0
28315,161,13,1,0
28316,116,4,0,0
28317,1,0,0,0
28318,16,0,0,0
28319,1,8,0,0
28320,6,0,0,0
28321,11,1,0,0
28322,26,4,0,0
28323,1,0,0,0
28326,1,1,0,0
28327,36,0,0,0
28328,1,0,0,0
28329,16,1,0,0
28330,1,0,0,0
28331,16,2,0,0
28333,1,1,0,0
28334,1,1,0,0
28335,16,1,0,0
28336,1,3,0,0
28337,1,0,0,0
28338,1,0,0,0
28339,16,0,1,0
28340,101,0,0,0
28341,1,0,0,0
28342,6,0,0,0
28343,51,3,0,0
28344,1,1,0,0
28345,197,9,6,0
28346,1,0,0,0
28348,16,1,3,0
28349,101,0,0,0
28350,33,0,1,0
28351,18,0,1,0
28352,11,2,0,0
28353,1,0,0,0
28354,140,21,13,0
28356,1,1,0,0
28357,8,4,0,0
28358,1,3,0,0
28359,101,7,0,0
28361,11,0,0,0
28362,13,0,0,0
28363,46,0,1,0
28364,1,0,0,0
28365,38,1,1,0
28367,1,0,0,0
28368,101,1,1,0
28369,1,0,0,0
28370,101,1,1,0
28371,1,0,0,0
28373,101,0,1,0
28374,4,2,0,0
28376,101,0,0,0
28377,54,17,4,0
28378,67,4,13,0
28379,21,1,0,0
28380,75,3,1,0
28381,1,0,0,0
28383,99,1,1,0
28384,101,0,1,0
28385,21,2,0,0
28386,1,0,0,0
28387,31,4,1,0
28388,1,0,0,0
28389,28,0,1,0
28390,1,0,0,0
28393,31,9,24,0
28394,7,1,0,0
28396,6,2,0,0
28397,101,3,0,0
28398,1,0,0,0
28399,16,2,0,0
28402,108,0,3,0
28403,1,0,0,0
28405,26,5,3,0
28406,11,1,0,0
28407,1,0,0,0
28408,81,10,10,0
28410,11,1,0,0
28411,28,2,1,0
28412,17,16,1,0
28413,8,6,0,0
28414,21,2,0,0
28415,21,1,0,0
28418,11,5,0,0
28419,11,1,0,0
28420,165,9,6,0
28421,6,1,0,0
28422,21,1,0,0
28423,6,0,0,0
28426,11,3,0,0
28427,1,1,0,0
28428,1,1,0,0
28429,1,2,0,0
28430,118,3,1,0
28431,1,0,0,0
28434,16,6,1,0
28435,101,0,0,0
28436,1,0,0,0
28437,75,16,3,0
28438,13,4,0,0
28439,101,0,8,0
28440,6,0,0,0
28441,1,0,0,0
28442,1,1,0,0
28443,11,2,0,0
28444,118,1,1,0
28445,1,0,0,0
28446,1,0,0,0
28447,1,0,0,0
28448,101,0,5,0
28449,11,0,0,0
28450,103,1,0,0
28451,49,3,3,0
28452,1,0,0,0
28454,26,2,1,0
28456,101,0,0,0
28457,6,2,0,0
28458,101,1,1,0
28459,6,2,0,0
28460,1,0,0,0
28462,1382,31,175,2
28463,1,0,0,0
28464,8,2,0,0
28466,13,5,0,0
28467,1,0,0,0
28468,101,0,0,0
28469,1,1,0,0
28470,1,1,0,0
28472,76,11,12,0
28474,101,0,0,0
28475,1,1,0,0
28476,1,0,0,0
28478,16,1,0,0
28479,46,2,2,0
28480,101,2,0,0
28481,18,3,1,0
28482,8,3,0,0
28483,36,0,0,0
28484,1,2,0,0
28486,1,1,0,0
28487,21,3,0,0
28488,101,4,0,0
28490,26,3,1,0
28491,191,2,0,0
28493,8,1,0,0
28494,11,0,0,0
28495,1,0,0,0
28496,106,0,1,0
28497,1,0,0,0
28498,111,9,0,0
28499,1,0,0,0
28500,556,34,55,0
28501,16,2,0,0
28502,1,1,0,0
28503,1,4,0,0
28504,306,13,10,0
28505,6,1,0,0
28506,16,2,0,0
28507,6,1,0,0
28508,1,3,0,0
28509,42,11,5,0
28510,6,4,0,0
28511,31,3,3,0
28513,28,5,0,0
28514,11,16,0,0
28515,101,0,1,0
28516,11,0,0,0
28517,103,23,5,0
28518,1,0,0,0
28519,1,0,0,0
28520,771,41,29,5
28524,407,25,23,0
28525,11,1,0,0
28527,21,2,0,0
28528,106,0,0,0
28529,62,8,5,0
28530,1,0,0,0
28531,6,1,0,0
28532,1,1,0,0
28533,28,3,0,0
28535,6,0,0,0
28536,1,4,0,0
28537,28,5,2,0
28538,46,11,4,0
28540,101,0,0,0
28541,23,5,0,0
28543,1,3,0,0
28544,11,0,0,0
28545,43,65,12,0
28546,11,7,0,0
28547,6,1,0,0
28550,101,1,1,0
28552,16,2,0,0
28553,36,1,0,0
28554,21,0,0,0
28556,203,8,1,0
28557,26,2,0,0
28560,1,0,0,0
28563,1,2,0,0
28564,1,0,0,0
28565,28,4,2,0
28566,1492,80,0,0
28568,1,1,0,0
28569,1,0,0,0
28570,1,0,0,0
28572,1,0,0,0
28573,1,0,0,0
28574,101,2,0,0
28576,1,1,0,0
28577,60,11,7,0
28579,1,0,0,0
28580,21,1,0,0
28581,1,0,0,0
28582,1,0,0,0
28583,101,0,0,0
28584,11,1,0,0
28585,1,0,0,0
28586,10,2,0,0
28587,36,6,0,0
28588,103,1,6,0
28590,11,3,0,0
28592,51,3,0,0
28594,1,7,0,0
28595,6,1,0,0
28596,4,1,0,0
28598,1,0,0,0
28600,4,2,0,0
28602,101,2,0,0
28603,1,2,0,0
28606,24,5,0,0
28607,6,0,0,0
28608,11,1,0,0
28609,95,1,0,0
28610,26,0,0,0
28611,101,3,1,0
28612,1,0,0,0
28613,106,3,0,0
28614,1,0,0,0
28616,1,0,0,0
28617,11,8,0,0
28618,6,2,0,0
28619,1,0,0,0
28620,176,45,0,0
28621,6,2,0,0
28623,11,0,0,0
28624,23,3,0,0
28625,8,14,0,0
28626,25,1,0,0
28627,13,2,0,0
28631,1,0,0,0
28632,31,0,0,0
28633,23,3,2,0
28634,11,0,0,0
28635,101,0,2,0
28637,131,17,13,0
28638,41,4,0,0
28639,16,1,0,0
28640,136,2,2,0
28641,6,2,0,0
28642,101,0,0,0
28644,197,19,34,0
28645,1,0,0,0
28646,101,1,0,0
28647,6,0,0,0
28648,26,1,0,0
28649,1,0,0,0
28650,101,0,2,0
28651,1,4,0,0
28653,1,0,0,0
28654,11,1,0,0
28655,113,2,2,0
28657,101,0,0,0
28658,6,5,0,0
28659,143,24,0,0
28660,1,1,0,0
28661,3,2,0,0
28662,1,0,0,0
28663,1,2,0,0
28664,5,3,0,0
28666,2653,233,729,45
28668,55,7,2,0
28669,101,0,0,0
28670,53,9,14,0
28671,53,3,1,0
28672,8,0,0,0
28673,35,1,7,0
28674,1,0,0,0
28676,1,0,0,0
28678,6,0,0,0
28679,13,0,0,0
28681,8,3,0,0
28682,1,1,0,0
28683,1,0,0,0
28684,1,0,0,0
28686,1,0,0,0
28687,21,3,0,0
28688,101,0,0,0
28691,1,0,0,0
28692,101,0,3,0
28693,1,0,0,0
28694,101,0,0,0
28695,1,0,0,0
28696,6,0,0,0
28698,10,5,0,0
28699,16,1,0,0
28700,101,0,0,0
28701,3,2,0,0
28703,13,3,0,0
28704,66,19,0,0
28705,1209,78,43,3
28706,1,0,0,0
28707,10,3,0,0
28710,113,2,3,0
28711,1,0,0,0
28712,36,1,0,0
28713,6,0,0,0
28714,101,0,1,0
28715,124,5,0,0
28716,101,0,0,0
28717,1,0,0,0
28718,1,1,0,0
28719,11,4,0,0
28720,101,0,4,0
28722,16,1,0,0
28723,21,0,0,0
28724,16,4,0,0
28725,30,2,2,0
28726,1,0,0,0
28727,126,4,2,0
28728,1,0,0,0
28729,81,10,8,0
28731,1,1,0,0
28732,941,488,76,0
28733,101,0,1,0
28735,1,0,0,0
28736,1,0,0,0
28737,1,2,0,0
28738,16,8,2,0
28739,13,1,0,0
28740,1410,108,439,17
28741,1,0,0,0
28742,1,2,0,0
28746,16108,1673,63,6
28747,101,0,2,0
28748,1,0,0,0
28749,6,1,0,0
28750,11,2,0,0
28751,1,1,0,0
28752,1,0,0,0
28753,1,0,0,0
28754,1,0,0,0
28755,101,4,1,0
28756,101,0,1,0
28758,101,7,1,0
28759,1,0,0,0
28760,11,1,0,0
28761,8,8,0,0
28762,101,0,8,0
28763,18,0,0,0
28764,161,21,0,0
28765,101,1,0,0
28766,6,7,0,0
28768,101,0,0,0
28769,6,0,0,0
28771,16,0,0,0
28772,23,3,2,0
28774,10,8,0,0
28776,6,0,0,0
28777,11,0,0,0
28778,1,0,0,0
28780,8,1,0,0
28781,16,2,0,0
28782,101,0,0,0
28783,11,3,0,0
28784,11,5,0,0
28785,1,0,0,0
28786,130,5,64,1
28787,6,0,0,0
28788,1,1,0,0
28789,1,0,0,0
28790,1,1,0,0
28791,619,41,374,3
28792,108,2,0,0
28793,11,1,0,0
28794,1,0,0,0
28796,26,0,0,0
28799,101,0,0,0
28800,6,2,0,0
28801,8,4,0,0
28805,6,0,0,0
28806,21,0,1,0
28807,31,2,0,0
28808,23,8,0,0
28809,1,0,0,0
28810,33,2,0,0
28811,6,2,0,0
28812,101,0,0,0
28813,1,0,0,0
28814,1,0,0,0
28815,1,1,0,0
28819,11,0,0,0
28820,22,0,0,0
28821,101,0,0,0
28822,101,0,0,0
28823,101,2,1,0
28824,6,1,0,0
28825,486,26,11,1
28826,101,0,2,0
28827,1,2,0,0
28830,1,0,0,0
28832,1,0,0,0
28833,11,0,0,0
28835,69,15,1,0
28836,18,6,2,0
28837,1,0,0,0
28838,1,1,0,0
28839,11,9,0,0
28840,11,0,0,0
28841,1,0,0,0
28842,1,2,0,0
28843,3,1,0,0
28844,1,0,0,0
28845,16,4,0,0
28846,101,0,1,0
28847,6,0,0,0
28848,1,1,0,0
28849,6,0,0,0
28850,1,0,0,0
28851,31,7,1,0
28852,31,0,0,0
28853,1,0,0,0
28854,1,1,0,0
28855,1,1,0,0
28856,6,4,0,0
28857,6,5,0,0
28858,6,1,0,0
28859,3,1,0,0
28861,6,0,0,0
28862,11,2,0,0
28863,1,0,0,0
28864,15,2,3,0
28865,1,0,0,0
28868,1,0,0,0
28869,1,0,0,0
28871,1,0,0,0
28872,16,1,0,0
28873,1,0,0,0
28874,8,0,0,0
28875,103,2,0,0
28876,111,4,8,0
28877,1,1,0,0
28878,1,0,0,0
28879,1,0,0,0
28881,118,1,1,0
28882,1,0,0,0
28883,101,0,0,0
28884,55,1,1,0
28885,21,0,0,0
28887,1,0,0,0
28888,101,0,0,0
28890,16,1,0,0
28892,1,5,0,0
28893,6,2,0,0
28894,1,0,0,0
28895,33,1,1,0
28896,21,2,0,0
28897,1,3,0,0
28898,51,6,0,0
28899,16,2,0,0
28900,1,1,0,0
28901,1,0,0,0
28902,1,0,0,0
28903,1104,70,19,9
28904,21,10,7,0
28906,41,0,0,0
28907,1,1,0,0
28908,101,0,0,0
28909,30,1,1,0
28910,3,2,0,0
28911,1,0,0,0
28912,36,0,0,0
28913,6,1,0,0
28916,264,31,2,0
28918,1,0,0,0
28919,1,0,0,0
28920,1,0,0,0
28921,1,0,0,0
28922,101,0,0,0
28923,136,2,0,0
28924,1,0,0,0
28926,11,0,0,0
28927,101,2,0,0
28928,129,182,33,1
28929,11,4,0,0
28931,6,3,0,0
28932,1,0,0,0
28935,11,0,0,0
28936,1,2,0,0
28937,31,1,1,0
28938,1,2,0,0
28939,1,0,0,0
28940,231,25,36,0
28941,1,0,0,0
28942,1,2,0,0
28943,101,0,0,0
28945,1,0,0,0
28946,9,2,0,0
28947,101,0,1,0
28948,6,0,0,0
28949,1,0,0,0
28950,1,0,0,0
28951,101,2,0,0
28952,1,0,0,0
28953,101,0,4,0
28954,101,0,0,0
28955,101,1,1,0
28956,11,5,0,0
28957,28,4,1,0
28958,1,0,0,0
28959,168,3,33,0
28960,1,0,0,0
28961,11,2,0,0
28962,1,0,0,0
28963,130,2,1,0
28964,6,1,0,0
28966,1,11,0,0
28967,6,0,0,0
28968,1,0,0,0
28969,1,0,0,0
28970,1,0,0,0
28971,1,2,0,0
28972,1,0,0,0
28973,16,1,0,0
28974,1,0,0,0
28975,43,0,0,0
28976,6,0,0,0
28977,101,0,0,0
28978,118,16,33,0
28979,6,2,0,0
28981,1,0,0,0
28982,101,0,0,0
28983,30,10,3,0
28984,101,0,0,0
28985,1,0,0,0
28986,186,19,30,1
28987,1,0,0,0
28988,343,49,128,1
28989,101,0,0,0
28990,1,0,0,0
28991,6,0,0,0
28992,1,0,0,0
28994,101,0,0,0
28995,1,0,0,0
28997,16,3,0,0
28999,6,1,0,0
29000,1,0,0,0
29001,32,12,0,0
29003,101,0,0,0
29004,6,0,0,0
29005,1,0,0,0
29006,1,0,0,0
29007,1,0,0,0
29009,1,0,0,0
29011,101,0,0,0
29012,101,1,0,0
29013,3,0,0,0
29015,21,1,0,0
29016,6,1,0,0
29017,111,2,0,0
29018,101,0,1,0
29019,1,2,0,0
29020,410,19,14,1
29021,144,23,8,0
29022,21,9,0,0
29023,6,1,0,0
29024,1,0,0,0
29025,65,4,5,0
29026,26,0,0,0
29027,1,6,0,0
29028,17,7,0,0
29029,101,1,0,0
29030,16,1,0,0
29031,1,1,0,0
29032,111,0,1,0
29033,8,0,0,0
29034,136,4,1,0
29036,1,0,0,0
29039,1,0,0,0
29040,31,4,0,0
29041,101,0,0,0
29042,1,0,0,0
29043,1,0,0,0
29044,1,3,0,0
29045,11,0,0,0
29046,6,1,0,0
29047,1,0,0,0
29049,101,0,0,0
29050,1,0,0,0
29051,118,0,1,0
29052,6,11,0,0
29053,101,0,0,0
29054,1,0,0,0
29055,11,1,0,0
29056,106,1,0,0
29057,111,3,0,0
29058,1,0,0,0
29060,16,9,0,0
29061,1,0,0,0
29062,29,14,40,0
29063,16,0,0,0
29064,101,1,0,0
29065,23,7,0,0
29066,53,3,0,0
29067,1,0,0,0
29068,517,89,105,4
29070,237,8,43,0
29071,1,0,0,0
29072,143,6,1,0
29073,1,1,0,0
29074,1,0,0,0
29075,1,1,0,0
29077,101,0,0,0
29078,101,0,0,0
29081,126,0,0,0
29083,101,0,2,0
29084,1,0,0,0
29085,113,1,1,0
29087,1001,37,11,0
29088,11,2,0,0
29089,36,1,0,0
29090,17,1,2,0
29091,6,0,0,0
29092,33,1,1,0
29093,160,12,9,0
29094,6,0,0,0
29095,101,0,0,0
29096,101,1,0,0
29097,1,0,0,0
29098,1,0,0,0
29099,101,0,6,0
29100,11,3,0,0
29101,21,2,0,0
29103,1,1,0,0
29104,3,0,0,0
29105,106,2,0,0
29106,31,14,1,0
29107,101,2,4,0
29108,1,0,0,0
29109,419,45,73,4
29111,8,0,0,0
29113,108,0,0,0
29114,3,4,0,0
29115,10,11,0,0
29116,161,1,0,0
29117,16,2,0,0
29118,11,0,0,0
29119,6,0,0,0
29122,6,1,0,0
29123,16,3,0,0
29124,6,0,0,0
29125,6,0,0,0
29126,1,1,0,0
29128,9,1,0,0
29129,1,0,0,0
29130,36,0,7,0
29132,1,0,0,0
29133,1,0,0,0
29134,1,0,0,0
29135,6,0,0,0
29136,101,0,2,0
29137,794,148,233,3
29139,163,4,3,0
29140,6,1,0,0
29141,1,0,0,0
29142,1,0,0,0
29143,1,0,0,0
29145,26,3,0,0
29146,1,0,0,0
29148,41,4,0,0
29149,14,14,0,0
29151,6,0,0,0
29152,101,1,0,0
29153,128,4,13,0
29154,1,0,0,0
29156,1,0,0,0
29158,101,0,2,0
29160,1,0,0,0
29161,11,0,0,0
29163,33,13,2,0
29164,26,1,1,0
29165,101,0,1,0
29166,11,0,0,0
29168,101,1,0,0
29169,1,3,0,0
29170,11,1,0,0
29171,70,14,0,0
29174,11,1,0,0
29175,1,1,0,0
29176,42,12,0,0
29177,16,0,0,0
29178,1,3,0,0
29180,1,0,0,0
29181,81,7,0,0
29183,65,81,18,0
29184,1,1,0,0
29185,21,0,0,0
29187,709,51,3,1
29188,26,3,0,0
29190,1,0,0,0
29191,1,0,0,0
29192,7,5,0,0
29193,21,0,0,0
29194,6,2,0,0
29196,136,2,4,0
29197,6,0,0,0
29198,1,1,0,0
29199,11,0,0,0
29200,11,1,0,0
29202,11,0,0,0
29204,6,7,0,0
29205,6,0,0,0
29206,101,0,1,0
29207,101,0,0,0
29208,6,1,0,0
29209,11,8,0,0
29210,101,0,3,0
29211,13,0,0,0
29212,6,3,0,0
29213,1,1,0,0
29214,101,0,0,0
29216,31,4,0,0
29220,1,1,0,0
29222,1,0,0,0
29225,101,2,0,0
29226,18,2,26,0
29227,11,1,0,0
29228,101,0,0,0
29229,1,0,0,0
29231,23,5,1,0
29232,101,0,0,0
29233,1,0,0,0
29234,1,0,0,0
29235,11,0,0,0
29236,1,0,0,0
29237,1,1,0,0
29238,121,1,9,0
29240,1,0,0,0
29241,1,0,0,0
29242,21,4,0,0
29243,56,1,0,0
29244,1,0,0,0
29245,1,0,0,0
29247,1,0,0,0
29249,101,1,1,0
29250,6,1,0,0
29251,11,4,0,0
29252,6,0,0,0
