,userId,Reputation,Views,UpVotes,DownVotes,PostTypeId,Score,ViewCount,CommentCount,Outlier
321,442,6431,973,857,21,2,7,0,0,DownVotes
326,449,12813,1089,1607,57,2,1,0,0,DownVotes
344,476,208,7,0,1,2,7,0,0,DownVotes
350,485,2908,265,444,11,1,48,4470,3,DownVotes
356,493,909,96,87,4,2,3,0,0,DownVotes
358,495,2092,272,32,4,2,6,0,1,DownVotes
365,509,139,90,24,2,2,2,0,0,DownVotes
367,511,1796,516,33,4,2,26,0,0,DownVotes
397,561,2002,186,155,11,2,12,0,0,DownVotes
409,582,2400,293,692,23,2,4,0,1,DownVotes
420,597,232,12,178,2,2,2,0,0,DownVotes
422,603,10647,1225,683,49,2,3,0,5,DownVotes
426,609,691,113,44,1,2,6,0,2,DownVotes
430,615,379,51,163,49,2,2,0,3,DownVotes
450,646,111,5,26,1,2,9,0,1,DownVotes
456,656,2320,203,1273,7,2,61,0,1,DownVotes
457,660,286,37,16,3,1,7,510,3,DownVotes
471,686,44152,7357,2156,82,2,8,0,1,DownVotes
476,696,2282,182,136,18,2,1,0,0,DownVotes
477,697,176,18,57,2,2,1,0,0,DownVotes
480,702,424,37,34,2,2,2,0,2,DownVotes
535,776,1895,312,225,1,2,2,0,0,DownVotes
538,779,103,0,1,1,1,8,857,5,DownVotes
540,781,566,78,9,1,2,3,0,0,DownVotes
548,795,5606,967,1547,8,1,-3,728,2,DownVotes
556,805,65272,5680,7035,143,1,2,551,0,DownVotes
561,812,628,98,215,2,1,6,942,1,DownVotes
582,840,259,63,19,1,2,1,0,0,DownVotes
589,851,1075,77,11,1,2,4,0,0,DownVotes
594,858,2834,434,333,24,2,1,0,2,DownVotes
610,881,1118,62,6,2,1,5,264,0,DownVotes
613,887,18187,1660,230,4,1,3,723,1,DownVotes
626,919,87393,20932,11273,779,2,1,0,0,DownVotes
631,930,31170,5529,10523,214,2,1,0,2,DownVotes
649,956,218,14,47,1,2,10,0,1,DownVotes
653,961,620,73,86,3,1,10,1991,0,DownVotes
660,972,150,9,5,1,2,1,0,0,DownVotes
672,994,323,65,9,1,2,6,0,0,DownVotes
693,1028,360,45,30,2,1,10,3899,0,DownVotes
697,1033,130,8,0,1,2,0,0,0,DownVotes
699,1036,8236,1305,11442,43,2,14,0,2,DownVotes
706,1050,478,53,39,2,2,9,0,3,DownVotes
721,1080,1597,188,81,1,2,1,0,0,DownVotes
724,1084,276,45,42,1,1,4,667,0,DownVotes
737,1104,100,0,10,1,2,15,0,0,DownVotes
738,1106,2410,140,202,2,2,4,0,0,DownVotes
739,1107,506,87,35,1,2,1,0,0,DownVotes
740,1108,3555,386,347,1,2,4,0,0,DownVotes
748,1118,935,278,88,2,2,0,0,3,DownVotes
754,1124,3000,456,140,7,2,0,0,0,DownVotes
756,1126,299,30,9,2,1,10,387,5,DownVotes
767,1142,100,48,1,1,1,36,11691,5,DownVotes
769,1146,1086,189,73,6,2,3,0,1,DownVotes
777,1154,386,137,252,3,2,9,0,0,DownVotes
800,1191,2768,93,260,1,2,1,0,0,DownVotes
810,1210,158,26,5,1,2,9,0,4,DownVotes
815,1219,353,54,13,2,2,8,0,0,DownVotes
866,1307,4128,5025,600,10,2,2,0,0,DownVotes
894,1352,5859,783,595,7,1,10,864,0,DownVotes
897,1356,745,129,115,1,2,51,0,2,DownVotes
910,1381,3533,299,910,34,2,4,0,0,DownVotes
914,1390,10476,1165,602,34,2,4,0,2,DownVotes
916,1393,182,72,9,5,2,4,0,3,DownVotes
959,1466,114,10,19,1,2,4,0,2,DownVotes
964,1475,347,12,10,2,1,13,2537,0,DownVotes
979,1499,1282,146,189,1,2,3,0,2,DownVotes
988,1513,809,84,12,3,2,1,0,0,DownVotes
1001,1537,288,30,10,1,2,7,0,3,DownVotes
1004,1540,1794,129,70,4,1,4,4100,0,DownVotes
1009,1549,1067,93,7,8,2,2,0,0,DownVotes
1017,1569,3015,188,151,2,2,5,0,4,DownVotes
1024,1583,352,55,12,4,1,3,357,0,DownVotes
1059,1657,1058,204,44,6,2,4,0,0,DownVotes
1070,1679,3536,382,164,8,2,0,0,0,DownVotes
1084,1709,1094,230,160,5,1,4,858,5,DownVotes
1095,1739,8772,881,154,8,2,10,0,2,DownVotes
1104,1756,171,10,16,1,2,3,0,0,DownVotes
1110,1764,7461,764,1264,8,1,17,1101,6,DownVotes
1111,1765,481,29,213,1,2,8,0,0,DownVotes
1125,1795,352,40,5,1,2,18,0,2,DownVotes
1135,1818,425,54,18,1,1,11,11533,0,DownVotes
1184,1893,1077,77,42,2,2,10,0,0,DownVotes
1196,1909,6524,681,150,6,2,6,0,2,DownVotes
1208,1934,4957,578,329,11,2,1,0,1,DownVotes
1239,1979,1588,141,66,7,2,7,0,0,DownVotes
1244,1991,668,120,68,1,2,2,0,3,DownVotes
1268,2036,301,65,105,1,2,7,0,9,DownVotes
1271,2040,790,428,262,12,2,9,0,0,DownVotes
1312,2111,915,44,71,7,1,7,990,4,DownVotes
1314,2116,18088,3899,3274,43,1,8,5803,0,DownVotes
1318,2126,4536,798,642,5,2,4,0,1,DownVotes
1320,2129,3375,276,92,5,2,15,0,1,DownVotes
1393,2252,457,34,83,1,2,4,0,0,DownVotes
1413,2310,3016,2342,220,2,2,1,0,0,DownVotes
1458,2392,11860,2359,883,7,2,4,0,3,DownVotes
1475,2425,1230,238,51,3,2,7,0,0,DownVotes
1526,2546,949,77,17,3,2,18,0,1,DownVotes
1554,2592,802,323,9,20,1,3,1916,2,DownVotes
1569,2617,156,18,0,1,1,4,1284,14,DownVotes
1580,2635,393,75,38,1,1,3,3271,4,DownVotes
1594,2660,485,113,54,2,2,1,0,2,DownVotes
1621,2714,501,56,74,1,2,0,0,0,DownVotes
1640,2750,821,101,187,3,2,7,0,0,DownVotes
1652,2773,485,76,11,4,2,6,0,0,DownVotes
1654,2775,2430,155,156,2,2,2,0,3,DownVotes
1669,2798,1942,189,366,2,2,3,0,0,DownVotes
1682,2817,9604,1244,1437,8,2,1,0,1,DownVotes
1691,2833,281,25,8,2,2,7,0,4,DownVotes
1707,2860,3359,467,134,7,1,3,1001,0,DownVotes
1722,2898,1102,105,60,2,2,2,0,0,DownVotes
1740,2921,1177,153,804,48,2,7,0,0,DownVotes
1755,2958,10470,655,210,6,1,2,541,2,DownVotes
1760,2965,420,33,33,2,2,1,0,0,DownVotes
1762,2970,13647,5441,2468,212,2,2,0,2,DownVotes
1766,2975,531,27,10,1,1,5,1153,2,DownVotes
1769,2981,1091,84,915,1,1,6,1227,0,DownVotes
1782,3014,345,126,34,1,5,0,0,0,DownVotes
1786,3019,8045,500,228,57,4,0,0,0,DownVotes
1806,3058,1123,117,124,1,2,1,0,6,DownVotes
1816,3077,357,73,58,1,2,2,0,0,DownVotes
1848,3140,259,69,31,2,1,2,2884,1,DownVotes
1917,3262,2090,202,42,7,1,23,2923,0,DownVotes
1929,3277,13898,2866,869,12,2,2,0,0,DownVotes
1933,3287,131,0,7,1,1,3,651,0,DownVotes
1938,3293,644,53,116,11,2,4,0,4,DownVotes
1962,3330,324,15,20,1,2,4,0,0,DownVotes
1963,3331,1068,67,30,1,1,25,3894,6,DownVotes
1977,3362,135,5,21,2,1,5,1224,2,DownVotes
1986,3376,929,86,41,2,2,19,0,3,DownVotes
1990,3382,8009,3559,183,24,2,1,0,2,DownVotes
2003,3411,703,248,34,4,2,8,0,3,DownVotes
2029,3454,457,75,66,3,2,5,0,2,DownVotes
2041,3484,244,35,7,2,1,6,3094,0,DownVotes
2042,3485,195,77,23,1,2,3,0,0,DownVotes
2043,3488,1463,221,427,4,2,1,0,1,DownVotes
2044,3489,737,122,51,2,1,5,3416,0,DownVotes
2062,3525,909,75,39,6,2,8,0,1,DownVotes
2087,3567,2951,309,88,4,2,9,0,1,DownVotes
2089,3572,494,133,56,2,2,2,0,2,DownVotes
2094,3582,701,57,44,2,2,-1,0,10,DownVotes
2110,3601,3773,343,360,2,2,4,0,0,DownVotes
2128,3640,549,68,135,2,1,6,2178,3,DownVotes
2158,3700,373,39,31,2,2,0,0,0,DownVotes
2184,3748,1391,589,237,7,2,2,0,0,DownVotes
2192,3762,138,41,9,1,1,3,339,9,DownVotes
2196,3774,246,8,1,1,2,2,0,0,DownVotes
2206,3794,705,97,90,25,2,0,0,6,DownVotes
2209,3799,186,23,8,1,1,10,249,3,DownVotes
2216,3807,367,67,34,1,2,2,0,1,DownVotes
2226,3826,1460,390,1883,145,1,4,3530,0,DownVotes
2232,3835,1329,119,157,1,1,3,75,0,DownVotes
2272,3903,476,181,363,1,2,1,0,0,DownVotes
2274,3911,2481,456,337,7,1,21,1519,0,DownVotes
2412,4164,613,66,125,2,2,2,0,1,DownVotes
2461,4253,19585,6948,155,56,2,0,0,0,DownVotes
2463,4257,6461,434,186,6,2,4,0,3,DownVotes
2508,4319,246,31,1586,2,2,2,0,6,DownVotes
2511,4322,145,9,1,1,2,9,0,0,DownVotes
2523,4337,699,60,75,2,1,9,697,2,DownVotes
2592,4426,1912,336,126,1,2,4,0,1,DownVotes
2638,4479,1376,169,449,3,2,2,0,1,DownVotes
2643,4485,881,61,492,17,1,4,660,0,DownVotes
2658,4505,25123,1245,582,4,2,6,0,0,DownVotes
2672,4521,275,16,66,1,2,0,0,2,DownVotes
2738,4598,8814,516,314,11,2,1,0,6,DownVotes
2813,4691,215,39,11,1,1,2,2183,2,DownVotes
2848,4733,773,68,7,5,1,2,218,2,DownVotes
2852,4737,829,110,115,15,1,4,3877,0,DownVotes
2909,4812,2052,159,505,4,1,10,2033,3,DownVotes
2922,4829,637,32,146,1,2,0,0,0,DownVotes
2947,4856,17791,5927,2122,412,1,3,654,2,DownVotes
2951,4862,3544,460,358,3,2,3,0,0,DownVotes
2958,4872,1183,140,157,15,1,3,248,4,DownVotes
2993,4908,328,36,73,6,1,5,248,5,DownVotes
3001,4916,587,46,205,8,2,4,0,2,DownVotes
3020,4942,243,29,6,1,1,1,781,8,DownVotes
3106,5055,669,74,89,11,2,3,0,1,DownVotes
3198,5176,742,175,28,1,2,5,0,4,DownVotes
3245,5234,739,49,14,2,2,3,0,3,DownVotes
3261,5256,1621,249,174,1,2,42,0,0,DownVotes
3268,5264,911,88,75,1,2,0,0,0,DownVotes
3282,5280,480,85,23,1,2,41,0,3,DownVotes
3289,5289,708,75,32,5,2,7,0,7,DownVotes
3295,5296,392,16,26,1,2,24,0,1,DownVotes
3328,5339,1863,238,224,13,2,1,0,0,DownVotes
3388,5407,244,11,49,2,2,8,0,0,DownVotes
3405,5429,1855,294,406,1,2,3,0,1,DownVotes
3436,5464,384,62,8,1,2,9,0,1,DownVotes
3462,5494,814,46,68,18,2,3,0,1,DownVotes
3476,5509,1403,323,161,7,2,4,0,6,DownVotes
3501,5544,683,38,55,2,2,3,0,2,DownVotes
3525,5573,371,75,72,4,1,5,410,2,DownVotes
3541,5594,2091,233,2923,14,2,3,0,0,DownVotes
3642,5729,414,67,15,5,2,2,0,2,DownVotes
3650,5739,15236,2252,705,16,2,1,0,0,DownVotes
3717,5829,2452,199,242,4,2,0,0,0,DownVotes
3723,5836,11489,1319,683,18,1,7,636,5,DownVotes
3742,5862,4546,361,201,2,2,6,0,3,DownVotes
3744,5864,549,105,40,1,2,1,0,1,DownVotes
3809,5946,311,36,17,1,2,4,0,2,DownVotes
3845,6000,1200,94,53,1,2,0,0,1,DownVotes
3863,6029,5837,638,3481,40,2,2,0,0,DownVotes
3894,6072,365,73,13,3,2,9,0,0,DownVotes
3898,6078,166,18,24,1,1,2,353,2,DownVotes
3900,6082,1815,265,106,3,2,4,0,3,DownVotes
3907,6096,719,321,113,2,1,5,182,1,DownVotes
3988,6206,307,22,57,2,1,6,2700,0,DownVotes
4020,6248,1640,94,100,18,2,2,0,4,DownVotes
4114,6369,515,111,120,7,2,4,0,3,DownVotes
4172,6440,165,4,14,1,2,2,0,1,DownVotes
4212,6489,511,356,33,3,2,0,0,1,DownVotes
4265,6552,1453,241,111,3,2,3,0,3,DownVotes
4284,6575,354,58,28,1,1,5,341,0,DownVotes
4285,6577,470,64,93,1,1,2,314,0,DownVotes
4336,6640,741,171,36,1,1,1,434,0,DownVotes
4344,6648,305,38,3,1,1,2,159,0,DownVotes
4405,6723,821,98,32,2,1,4,2873,5,DownVotes
4429,6750,267,52,36,1,2,3,0,1,DownVotes
4461,6793,573,59,66,1,2,2,0,0,DownVotes
4482,6814,80,19,40,2,1,9,2823,5,DownVotes
4494,6828,355,19,6,2,2,2,0,1,DownVotes
4509,6845,553,28,22,3,2,3,0,0,DownVotes
4554,6897,1178,334,454,27,1,5,502,0,DownVotes
4568,6917,462,52,97,1,2,1,0,0,DownVotes
4571,6920,1299,385,165,2,1,23,2914,1,DownVotes
4595,6946,252,29,34,1,1,6,1137,6,DownVotes
4605,6957,208,13,29,1,2,6,0,0,DownVotes
4609,6961,2413,266,152,11,2,2,0,1,DownVotes
4693,7071,7663,878,550,21,2,10,0,5,DownVotes
4745,7135,213,36,61,1,2,2,0,0,DownVotes
4774,7172,577,34,37,3,1,2,144,5,DownVotes
4816,7224,5430,1604,463,63,1,89,13094,10,DownVotes
4832,7244,832,80,47,2,1,6,1818,0,DownVotes
4837,7250,6216,338,625,56,1,6,4159,2,DownVotes
4864,7282,245,18,8,1,2,3,0,3,DownVotes
4871,7290,37083,5554,8641,125,2,1,0,1,DownVotes
4873,7292,208,7,2,1,1,9,740,0,DownVotes
4925,7362,191,13,6,1,1,2,1343,2,DownVotes
4928,7365,3101,125,46,1,2,6,0,9,DownVotes
4954,7397,607,70,64,3,2,2,0,0,DownVotes
4963,7409,129,15,198,2,2,8,0,3,DownVotes
4975,7425,700,29,10,1,2,5,0,5,DownVotes
4988,7448,229,27,200,3,2,10,0,2,DownVotes
5014,7482,283,57,48,3,1,4,260,1,DownVotes
5040,7515,410,15,104,1,1,11,1143,1,DownVotes
5069,7555,11520,1101,460,11,1,4,2947,4,DownVotes
5094,7591,397,27,10,2,1,8,255,0,DownVotes
5102,7603,170,211,64,1,2,3,0,3,DownVotes
5113,7616,639,151,49,4,2,0,0,2,DownVotes
5117,7620,604,56,84,4,1,2,238,1,DownVotes
5182,7706,215,18,44,5,1,2,386,2,DownVotes
5202,7741,249,25,2,2,2,0,0,0,DownVotes
5205,7744,150,48,179,1,1,2,374,2,DownVotes
5235,7787,441,42,23,1,2,7,0,0,DownVotes
5236,7788,1683,183,26,6,1,4,166,1,DownVotes
5258,7817,296,100,20,3,1,6,144,4,DownVotes
5266,7828,8635,666,49,110,2,13,0,1,DownVotes
5375,7968,213,51,76,7,2,10,0,3,DownVotes
5378,7972,11631,1050,1230,187,1,6,254,1,DownVotes
5409,8013,7972,662,108,6,1,7,621,2,DownVotes
5430,8041,405,30,42,5,1,2,524,3,DownVotes
5449,8067,288,44,71,5,2,6,0,1,DownVotes
5458,8076,4460,393,223,26,2,4,0,1,DownVotes
5459,8077,129,19,51,1,2,29,0,0,DownVotes
5477,8101,748,194,152,1,2,8,0,0,DownVotes
5490,8114,311,70,26,3,1,6,1306,0,DownVotes
5511,8137,1047,176,25,2,1,7,5439,7,DownVotes
5514,8141,3008,330,350,24,2,4,0,2,DownVotes
5530,8165,995,81,66,4,2,7,0,0,DownVotes
5561,8205,210,79,8,3,2,3,0,1,DownVotes
5591,8242,583,78,35,1,1,17,3226,2,DownVotes
5695,8373,2182,378,79,8,1,7,1303,3,DownVotes
5720,8402,5564,1250,270,44,2,2,0,0,DownVotes
5728,8413,4193,462,2319,22,2,4,0,0,DownVotes
5745,8433,213,21,14,1,1,4,554,0,DownVotes
5762,8451,3111,270,121,5,2,3,0,0,DownVotes
5811,8507,5115,719,733,25,2,3,0,1,DownVotes
5825,8525,146,2,1,1,2,2,0,3,DownVotes
5836,8539,918,89,49,1,2,6,0,2,DownVotes
5862,8580,1130,131,475,3,2,2,0,4,DownVotes
5879,8605,2526,462,497,15,1,7,8720,0,DownVotes
5894,8622,139,15,11,1,2,4,0,0,DownVotes
5955,8694,356,38,17,1,2,6,0,1,DownVotes
5977,8724,893,64,50,4,1,2,104,0,DownVotes
6127,8926,487,17,9,1,2,2,0,0,DownVotes
6128,8927,1354,430,100,5,2,4,0,2,DownVotes
6158,8960,567,90,147,11,1,7,8285,5,DownVotes
6193,9007,1318,309,456,31,2,17,0,1,DownVotes
6305,9146,225,97,20,2,2,6,0,1,DownVotes
6326,9174,1921,267,154,11,2,14,0,2,DownVotes
6378,9249,1253,175,629,139,4,0,0,0,DownVotes
6382,9253,1076,263,165,5,1,3,852,0,DownVotes
6432,9311,140,12,7,1,1,13,1844,1,DownVotes
6460,9343,706,110,9,2,1,5,94,1,DownVotes
6497,9394,9800,946,1273,54,2,5,0,0,DownVotes
6521,9426,407,57,48,5,2,1,0,6,DownVotes
6534,9444,406,60,15,13,2,0,0,4,DownVotes
6656,9595,658,48,31,3,1,8,232,2,DownVotes
6704,9657,283,51,101,1,2,5,0,3,DownVotes
6756,9724,314,13,10,1,1,2,278,0,DownVotes
6758,9728,180,10,38,2,1,1,277,2,DownVotes
6765,9738,1725,217,246,1,1,5,754,1,DownVotes
6938,9964,1342,123,123,3,2,0,0,0,DownVotes
6943,9975,1766,108,111,1,2,18,0,3,DownVotes
6974,10017,350,82,23,1,1,8,3366,6,DownVotes
6980,10026,1151,214,138,13,2,7,0,6,DownVotes
7014,10064,1097,111,226,2,2,4,0,2,DownVotes
7018,10069,798,148,66,1,2,5,0,2,DownVotes
7102,10172,458,63,190,1,2,2,0,0,DownVotes
7151,10229,146,31,11,1,2,4,0,1,DownVotes
7175,10259,245,38,41,11,2,0,0,0,DownVotes
7222,10322,661,98,137,6,1,4,282,2,DownVotes
7240,10346,353,21,37,1,1,3,85,4,DownVotes
7246,10354,1506,124,88,14,2,0,0,2,DownVotes
7271,10389,604,74,31,1,1,3,328,7,DownVotes
7291,10416,404,60,68,1,2,13,0,2,DownVotes
7305,10435,481,109,11,1,2,2,0,0,DownVotes
7316,10448,172,14,6,1,2,1,0,0,DownVotes
7357,10500,1205,138,404,5,2,7,0,2,DownVotes
7377,10524,2384,163,55,20,2,2,0,7,DownVotes
7387,10543,417,22,7,1,1,3,742,1,DownVotes
7429,10598,566,73,68,4,1,7,397,2,DownVotes
7446,10619,298,627,64,12,1,1,460,4,DownVotes
7456,10630,487,31,61,6,2,3,0,0,DownVotes
7461,10636,171,17,7,1,2,1,0,4,DownVotes
7500,10683,442,64,107,1,2,3,0,0,DownVotes
7567,10776,130,74,36,1,2,3,0,3,DownVotes
7604,10823,1190,182,41,2,2,0,0,6,DownVotes
7607,10826,198,11,11,1,2,2,0,0,DownVotes
7610,10829,238,38,57,2,2,3,0,0,DownVotes
7623,10849,7246,582,403,5,2,9,0,1,DownVotes
7676,10926,157,20,34,2,1,4,5781,2,DownVotes
7746,11030,1293,147,518,2,2,4,0,0,DownVotes
7747,11032,22275,7395,2619,42,1,8,235,0,DownVotes
7761,11052,476,23,8,2,2,1,0,0,DownVotes
7769,11060,950,1289,156,1,1,4,1348,0,DownVotes
7793,11091,1159,140,185,5,1,7,217,5,DownVotes
7967,11314,231,9,6,1,2,3,0,2,DownVotes
8033,11405,606,156,36,1,1,6,722,0,DownVotes
8037,11409,230,37,25,1,2,12,0,0,DownVotes
8076,11453,175,26,37,1,2,3,0,0,DownVotes
8079,11456,413,21,21,1,2,1,0,0,DownVotes
8080,11458,237,28,13,2,1,2,387,3,DownVotes
8115,11511,548,47,93,3,2,5,0,0,DownVotes
8126,11523,563,64,27,7,2,5,0,4,DownVotes
8179,11588,169,18,19,9,2,4,0,0,DownVotes
8217,11634,545,45,100,2,1,5,1254,2,DownVotes
8280,11708,725,64,240,6,1,1,385,0,DownVotes
8359,11812,226,9,4,1,1,11,1527,3,DownVotes
8389,11849,1512,186,178,37,2,3,0,1,DownVotes
8391,11852,3091,591,598,36,2,7,0,0,DownVotes
8402,11867,3174,540,244,4,1,5,371,0,DownVotes
8412,11878,1137,66,45,3,1,9,347,8,DownVotes
8418,11887,2555,284,460,57,1,3,875,8,DownVotes
8439,11915,440,29,53,2,2,1,0,0,DownVotes
8484,11981,5850,655,343,8,2,1,0,14,DownVotes
8544,12060,306,13,10,1,1,1,511,0,DownVotes
8617,12147,665,86,62,1,2,4,0,0,DownVotes
8711,12265,566,66,15,1,1,2,404,0,DownVotes
8749,12318,551,73,418,18,2,1,0,0,DownVotes
8772,12347,400,28,31,6,2,2,0,0,DownVotes
8781,12359,787,113,652,3,2,5,0,4,DownVotes
8848,12436,852,37,51,1,2,2,0,1,DownVotes
8856,12446,156,22,51,1,1,2,1521,0,DownVotes
8911,12518,872,87,100,1,2,6,0,9,DownVotes
8928,12540,500,52,20,2,2,2,0,0,DownVotes
8962,12583,526,40,8,1,2,1,0,0,DownVotes
8993,12626,206,31,15,1,2,7,0,0,DownVotes
9055,12710,622,197,6,2,1,2,92,1,DownVotes
9106,12786,425,51,195,1,2,3,0,2,DownVotes
9109,12793,134,23,19,1,2,2,0,1,DownVotes
9131,12820,210,2,2,1,2,11,0,0,DownVotes
9140,12833,870,54,18,1,2,4,0,5,DownVotes
9146,12842,213,23,6,1,1,20,8559,3,DownVotes
9161,12865,261,37,24,1,2,8,0,2,DownVotes
9185,12895,1335,121,26,5,2,0,0,0,DownVotes
9244,12968,515,28,3,1,1,8,477,5,DownVotes
9303,13047,4577,250,79,3,1,3,986,2,DownVotes
9430,13212,191,14,28,1,2,3,0,0,DownVotes
9462,13254,276,26,60,2,2,2,0,1,DownVotes
9588,13419,220,8,1,1,1,7,1024,1,DownVotes
9628,13474,295,24,6,1,1,2,247,0,DownVotes
9661,13516,451,52,17,1,1,7,187,0,DownVotes
9670,13526,279,10,46,1,1,1,7716,2,DownVotes
9699,13561,444,98,20,1,2,14,0,0,DownVotes
9719,13587,315,15,41,6,1,1,92,1,DownVotes
9775,13669,932,127,283,14,2,5,0,0,DownVotes
9783,13680,2046,248,51,6,2,2,0,2,DownVotes
9786,13684,415,30,18,4,2,0,0,0,DownVotes
9864,13804,857,62,80,1,2,3,0,5,DownVotes
9941,13915,328,29,7,1,2,8,0,8,DownVotes
10053,14066,143,27,8,1,1,3,608,4,DownVotes
10058,14073,152,19,355,5,2,1,0,0,DownVotes
10225,14289,329,47,24,1,2,1,0,0,DownVotes
10267,14346,481,69,51,3,2,4,0,1,DownVotes
10332,14434,2694,193,41,3,1,8,1450,1,DownVotes
10337,14443,293,120,28,1,1,2,345,0,DownVotes
10351,14463,447,34,55,2,2,3,0,6,DownVotes
10482,14640,763,89,108,5,2,2,0,0,DownVotes
10491,14650,209,48,11,2,2,3,0,0,DownVotes
10496,14661,279,62,4,1,1,1,617,0,DownVotes
10510,14675,802,75,109,8,2,2,0,1,DownVotes
10553,14729,319,54,41,2,1,3,365,2,DownVotes
10554,14730,1443,301,386,2,2,1,0,0,DownVotes
10561,14741,1006,137,83,104,1,1,120,1,DownVotes
10583,14771,146,4,10,3,2,0,0,0,DownVotes
10606,14803,2241,121,96,2,1,6,1048,5,DownVotes
10630,14836,312,73,6,1,2,1,0,3,DownVotes
10636,14843,196,27,12,1,2,3,0,1,DownVotes
10649,14860,1285,261,94,60,2,8,0,5,DownVotes
10729,15964,224,72,96,12,2,3,0,0,DownVotes
10754,15997,231,10,20,1,2,1,0,0,DownVotes
10793,16049,1460,183,288,1,2,5,0,2,DownVotes
10894,16175,423,105,30,1,2,0,0,1,DownVotes
10993,16297,2108,163,92,10,4,0,0,0,DownVotes
11010,16319,293,36,123,1,1,2,2640,1,DownVotes
11179,16542,263,24,3,1,1,4,335,5,DownVotes
11190,16557,294,34,20,1,1,8,881,2,DownVotes
11217,16596,611,49,46,1,1,2,180,1,DownVotes
11242,16640,1036,47,95,4,2,5,0,0,DownVotes
11288,16705,133,14,66,2,2,0,0,0,DownVotes
11292,16709,1469,130,144,14,1,3,2116,1,DownVotes
11360,16811,312,135,143,8,1,0,297,4,DownVotes
11399,16859,1391,61,204,4,1,2,167,0,DownVotes
11462,16939,184,63,55,2,1,27,993,7,DownVotes
11470,16949,225,35,22,2,1,1,319,2,DownVotes
11500,16987,191,12,0,1,2,6,0,0,DownVotes
11530,17023,221,28,7,2,2,1,0,4,DownVotes
11562,17062,181,47,7,1,2,0,0,0,DownVotes
11586,17096,856,114,119,10,1,2,98,0,DownVotes
11696,17230,10690,1040,3079,163,2,3,0,5,DownVotes
11738,17286,643,68,16,1,2,7,0,8,DownVotes
11761,17315,148,17,6,1,2,4,0,7,DownVotes
11867,17463,553,82,43,3,1,1,1370,0,DownVotes
11878,17475,354,17,10,1,2,4,0,0,DownVotes
12009,17661,1917,331,139,16,2,1,0,0,DownVotes
12019,17672,1274,72,23,2,1,5,617,1,DownVotes
12125,17812,356,74,16,4,2,0,0,1,DownVotes
12193,17908,3559,206,88,1,5,0,0,0,DownVotes
12385,18163,141,1,13,2,2,2,0,5,DownVotes
12424,18215,383,21,8,1,1,11,2560,0,DownVotes
12465,18268,441,30,47,3,2,1,0,1,DownVotes
12469,18274,826,39,2,3,1,1,53,1,DownVotes
12641,18493,214,19,18,5,1,2,357,4,DownVotes
12720,18592,131,18,17,1,2,4,0,8,DownVotes
12789,19676,170,7,6,1,2,1,0,0,DownVotes
12802,19692,165,13,6,1,1,8,708,0,DownVotes
12857,19762,590,49,53,1,2,2,0,5,DownVotes
12949,19879,2336,260,339,8,2,1,0,0,DownVotes
12969,19901,321,14,11,1,2,0,0,0,DownVotes
13100,20085,649,29,14,1,2,3,0,0,DownVotes
13146,20148,378,32,34,1,1,1,330,0,DownVotes
13283,20344,458,241,27,1,2,1,0,0,DownVotes
13307,20381,1386,216,422,23,1,5,417,7,DownVotes
13450,20556,384,109,28,2,2,9,0,2,DownVotes
13474,20587,383,20,62,3,2,2,0,5,DownVotes
13483,20603,428,25,23,1,2,4,0,2,DownVotes
13649,20836,165,11,12,1,1,41,11269,5,DownVotes
13756,20995,302,29,6,1,2,1,0,0,DownVotes
13797,21054,5807,813,6054,131,2,5,0,4,DownVotes
13811,21072,680,76,292,54,2,1,0,1,DownVotes
13936,21240,790,104,48,2,2,-4,0,16,DownVotes
14200,21599,1888,286,1243,39,2,4,0,1,DownVotes
14252,21683,183,25,9,1,1,1,232,1,DownVotes
14360,21846,822,67,87,12,1,0,38,3,DownVotes
14449,21958,171,20,14,1,2,2,0,6,DownVotes
14456,21967,186,22,64,2,1,4,239,1,DownVotes
14460,21972,395,34,25,3,2,1,0,1,DownVotes
14478,21998,553,433,51,8,2,5,0,0,DownVotes
14512,22047,13806,2722,401,200,2,2,0,1,DownVotes
14730,22356,535,74,13,2,1,1,112,9,DownVotes
14750,22387,496,22,7,1,1,9,1884,3,DownVotes
14813,22468,2147,1471,2219,103,1,12,2256,1,DownVotes
14863,22543,873,37,80,1,1,3,112,4,DownVotes
15034,23801,572,43,12,2,2,7,0,0,DownVotes
15061,23840,329,15,38,2,2,9,0,0,DownVotes
15070,23853,6235,514,147,10,2,3,0,1,DownVotes
15225,24073,1136,56,1346,4,1,1,493,5,DownVotes
15295,24175,365,13,24,1,1,3,163,0,DownVotes
15417,24341,658,62,225,1,2,1,0,1,DownVotes
15540,24498,1088,84,24,1,2,3,0,0,DownVotes
15559,24521,197,3,6,1,1,2,1034,8,DownVotes
15626,24617,1320,344,198,12,2,1,0,0,DownVotes
15662,24669,2103,158,196,12,2,4,0,4,DownVotes
15704,24728,263,20,9,2,2,5,0,0,DownVotes
15759,24808,1530,357,1316,91,2,2,0,6,DownVotes
15827,24905,1057,150,33,10,1,1,776,0,DownVotes
15983,25133,477,46,96,1,2,4,0,0,DownVotes
16020,25184,392,30,56,1,2,2,0,0,DownVotes
16182,25424,135,4,2,1,1,1,543,3,DownVotes
16342,25657,125,0,2,1,2,1,0,0,DownVotes
