Id,PostId,Score,Text,CreationDate,UserId,UserDisplayName
626,744,13,"I like this one, could be put as an advise when people  write questions on this site ?","2010-07-27 08:48:41",223,NULL
627,705,0,"Srikant, thanks for the response!  I'm not sure what you mean by contour plots of covariances (obs v est) -- could you elaborate?  Thanks.","2010-07-27 08:52:31",251,NULL
628,612,0,"Perhaps Peter can edit it - my rep is not high enough yet.","2010-07-27 08:54:56",144,NULL
629,675,7,"Induction vs Deduction?","2010-07-27 09:14:39",434,NULL
630,686,0,"I hadn't seen these ones before. They look good.","2010-07-27 09:40:01",183,NULL
631,749,1,"+1 Wow, nice list.","2010-07-27 09:51:43",88,NULL
632,734,1,"i think only one of the classes in the Iris data set is linearly separable. (From the OP's Question, i think he's after data sets w/ *only* linearly separable classes).","2010-07-27 09:52:30",438,NULL
634,734,0,"@doug, good point, still I don't think that one can get any non-synthetic fully linearly separable problem. Nevertheless I'll wait for the OP's reaction.","2010-07-27 10:13:30",88,NULL
636,705,0,"See this: http://en.wikipedia.org/wiki/Level_set. Let Sigma be a a 2 dimensional covariance matrix and Y ~ N(0, Sigma). An iso-contour line would plot the set of points Y for which f(Y|sigma) = c where c is a constant. Note that Y is a 2-dimensional vector. You would choose various values of c and hence obtain different iso-contour lines which would give you a sens of the spread of the distribution.","2010-07-27 10:54:50",NULL,user28
637,759,0,"thanks a lot for this answer!","2010-07-27 11:04:27",223,NULL
638,759,0,"You're welcome.","2010-07-27 11:16:21",88,NULL
640,748,29,"Still it looks promising.","2010-07-27 11:20:02",88,NULL
642,741,0,"Thanks, this is just what I was looking for.

This is essentially a million subjects each with an entry and exit time.

Yes we are conditioning to account for the censoring.","2010-07-27 12:03:40",72,NULL
643,693,3,"+1 I really like this explanation and think it is very clear.","2010-07-27 12:16:21",81,NULL
644,337,0,"I'm not interested into *truth* but in getting a function that works. I'm a bioinformatician and taught not to seek dogmatic *truth* but to seek statistics that work. I don't think that there work done with the kind of data that I want to work with that specifics what entropy works best. That's kind of the point why I want to work with the data.","2010-07-27 12:17:57",3807,NULL
645,337,1,"Right, but this is not a discussion about dogmatic truths but about words. You have asked about entropy, so I answered about entropy. Because now I see that you indeed need an answer about time series descriptors, write a question about time series descriptors, only then you'll get an useful answer.","2010-07-27 12:32:45",88,NULL
646,695,1,"Both of these are really excellent.","2010-07-27 12:35:16",247,NULL
647,768,0,"So we can only find patterns that we were looking for in the first place?","2010-07-27 12:49:35",327,NULL
648,769,3,"Statistics is not a subset of data analysis -- it is a theory that is used in data analysis.","2010-07-27 12:56:46",88,NULL
649,618,0,"Nice, but I can't see anyone trying to draw a conclusion of causality there. Or are mexican lemon-truck drivers notoriously dangerous once they get over the border?","2010-07-27 12:57:59",270,NULL
650,674,0,"What if the random errors become greater than the observable factors over time?","2010-07-27 12:59:24",327,NULL
652,579,0,"@mbq. I was thinking of Shao 1995 which is, indeed, only for linear models. I don't know if the result has been extended to other models.","2010-07-27 13:30:26",159,NULL
653,769,4,"Whatever you do in Excel does not count.  Just kidding...","2010-07-27 13:36:13",334,NULL
654,769,1,"@Dirk: Wow...your hatred towards Excel knows no bounds.  :)","2010-07-27 13:37:37",5,NULL
655,769,0,"This should probably be community wiki since it is subjective/argumentative.","2010-07-27 13:40:46",5,NULL
656,252,0,"+1 for omegahat - very good source","2010-07-27 13:41:47",22,NULL
657,780,2,"+1 Nice pointer to the OR exchange site.","2010-07-27 13:59:54",5,NULL
658,772,0,"Wow, Shane, thanks for the very fast response! I'll look into those references!","2010-07-27 14:02:33",445,NULL
660,744,6,"Absolutely...asking the right question is one of the most important skills.","2010-07-27 14:17:30",5,NULL
661,790,1,"maybe a reference to the paper could help ?","2010-07-27 14:52:37",223,NULL
662,790,0,"Slightly related question: http://stats.stackexchange.com/questions/298/in-linear-regression-when-is-it-appropriate-to-use-the-log-of-an-independent-var/","2010-07-27 14:53:37",5,NULL
664,349,0,"drknexus - because we don't know what the largest bin should be.","2010-07-27 14:58:50",247,NULL
665,47,0,"@robin: thanks for comment. i haven't seen much research in this area and the input from data provider was minimal [so far they were not interested/capable of investigating it further]. after initial exploration of data it was quite clear for me that there are couple of distinctive patterns [examples being 'heavy downloaders' in just a few locations or 'frequent hoppers' with lots of small sessions in large number of locations].
my goal at this stage was to try to use data itself to tell me how can i divide it best and minimize subjective input.","2010-07-27 14:59:00",22,NULL
666,790,0,"You may find this paper of interest, which discusses the log mean and how it refines the 'arithmetic mean - geometric mean' inequality: http://www.ias.ac.in/resonance/June2008/p583-594.pdf","2010-07-27 15:03:53",81,NULL
667,704,1,"but then how to choose eta, and what doe sthis then mean statistically? i.e. how to form confidence intervals for the median from this result?","2010-07-27 15:08:20",247,NULL
668,428,2,"So, according to a long lost colleague, the best apropoach seems to be Chiranjeeb Buragohain and Subhash Suri. Quantiles on Streams.
http://www.cs.ucsb.edu/~suri/psdir/ency.pdf

I also like Ian's approach, as these medians of smaller data sets will converge to a normal distribution, and so I can form conf intervals for the medians.","2010-07-27 15:10:34",247,NULL
669,1,4,"Although I've accepted an answer, I would recommend that interested people should look at all the answers.","2010-07-27 15:22:18",8,NULL
670,801,0,"sorry, i should have mentioned that i need to do this in an automated way. the option of "doing it multiple times until i find the one that best suits my purpose" won't work for me. has to be done computationally...","2010-07-27 15:34:03",476,NULL
671,794,0,"oh the bayesian is soooo Good...","2010-07-27 15:39:02",223,NULL
672,799,2,"... and in that vein also the lme4 package (which I find easier to use than lme or nlme) and related packages from Baayen's above referenced book, languageR.","2010-07-27 15:40:33",196,NULL
674,804,3,"always these bayesian guys...","2010-07-27 15:45:32",442,NULL
675,720,1,"I found all the answers to this question helpful, but I think that this one is the most practical.","2010-07-27 15:46:34",266,NULL
676,486,3,"Oddly enough, I was rather interested in hearing what other people had to say...","2010-07-27 15:52:13",266,NULL
677,779,0,"As I always understood it, the central limit theorem does not postulate something about averaging a large number of iid random variables. Rather, it states that when sampling means, the distribution of the means becomes normal (independent of the distribution underlying what is sampled from). So I question whether the antecedent for your question holds.","2010-07-27 15:57:43",442,NULL
678,779,0,"But, if the sampling mean becomes normal irrespective of the distribution of the underlying distribution then is that not the same as saying 'averaging a large number of iid random variables' get us a normal distribution. To me they seem to be equivalent statements.","2010-07-27 16:11:46",NULL,user28
679,660,0,"@Srikant Vadali - sample data could be press releases, news stories, etc .. the textual data would be free-form, likely obtained from rss feeds or similar. Market data for a given company is what I'm looking to analyze/correlate. So maybe Blogger Bill writes a story about an upcoming VMware feature release, and VMW jumps 10%. (Oversimplified, I know)","2010-07-27 16:11:57",292,NULL
680,677,0,"that looks like a really promising start :)","2010-07-27 16:12:31",292,NULL
681,750,13,"I hate this quote. It makes professions using statistics look like you could cheat. But, when someone profoundly uses statistics one knows that actually you cannot cheat. Because when provided with enough information about the statistical procedures used, one can draw a conclusion on the soundness of the procedures/results. If not enough information on the statistical (and other) procedures are provided, you should immediately question the results.","2010-07-27 16:15:40",442,NULL
682,811,0,"is it ? then we are all intelligent persons here:)","2010-07-27 16:22:37",223,NULL
683,799,0,"thanks for the comment, I totally agree with you. lme4 is simply the best around.","2010-07-27 16:22:39",447,NULL
684,779,0,"Not in my eyes (but i would like to be convinced otherwise).
In the one case (the one i think of being meant by CLT) you draw samples from one distribution. Their means are normally distributed.
What i understand from the question and the quote "average a large number of iid random variables" is sth differnt: individual instantiations from different iid random variables determine (or make up) a trait. Hence, no averaging (i.e., computing a mean) from a single distribution and, hence, no application of the CLT.
I think mbq's answers points to the same issue.","2010-07-27 16:27:57",442,NULL
685,815,0,"+1 for harmonic oscillator.","2010-07-27 16:35:39",88,NULL
686,779,1,"Well the distribution need not be identical if some conditions hold. See: http://en.wikipedia.org/wiki/Central_limit_theorem#Lack_of_identical_distribution","2010-07-27 16:42:43",NULL,user28
687,787,0,"Hillaire Belloc?  Nice work on digging that up.","2010-07-27 16:43:12",5,NULL
688,252,0,"Well, RCurl and XML and both on CRAN too...","2010-07-27 16:47:41",334,NULL
689,307,3,"As can be read in my and dave's post, saturated models do not per definition lead to perfect fit. but if you use the n-1  polynominal as the model they will. see Sue Doe Nihm's seminal paper on this topic http://psych.fullerton.edu/mbirnbaum/papers/Nihm_18_1976.pdf","2010-07-27 16:52:10",442,NULL
690,783,0,"I would love to take this one as my accepted answer ! too good to be true !","2010-07-27 17:10:56",223,NULL
691,825,1,"IMO, this question belongs on stackoverflow.  Voting to close as off-topic.","2010-07-27 17:11:36",5,NULL
692,820,0,"Some comments would be appreciated for the down-vote.","2010-07-27 17:12:21",488,NULL
693,827,0,"Hah. You tricked me. I saw your first (one-line, no links) answer and then filled mine in.  We need mutexes here :)","2010-07-27 17:12:51",334,NULL
694,825,1,"Dunno. This is middle ground and suitable for either.  Xrefs, maybe?","2010-07-27 17:13:41",334,NULL
695,828,0,"What, are you copying my answers now?  :)  This is of course, needless to say, your domain.","2010-07-27 17:14:16",5,NULL
696,828,0,"Well, mutexes needed. As I commented on your answer, I only saw the first (raw) version and figured well, I may expand on mc and Rmpi.  And then you did and I look like a copycat.  Such is life.","2010-07-27 17:15:55",334,NULL
697,828,0,"On the other hand, my answer is derived from reading your paper/presentation in the past.  So I guess I'm copying you as well.","2010-07-27 17:16:37",5,NULL
698,825,0,"@Shane Agree, this is for SO.","2010-07-27 17:18:46",88,NULL
699,827,0,"Yep...with basic questions like this, I find that it's best to follow the ol' "answer quickly and then improve" routine...may not be a good practice for everyone else though.","2010-07-27 17:18:53",5,NULL
700,825,0,"I just don't see how the fact that importing data and running SVM has any relevance to the question.  That's why I think it's more of an SO question.  But I could see Xrefs as being a good long-term solution since it is R...","2010-07-27 17:20:58",5,NULL
701,822,0,""market basket analysis" seems like it's what I'm looking for, thanks for input.","2010-07-27 17:22:33",488,NULL
702,827,0,"thanks for the prompt replies guys. multicore package looks like a good choice for my needs.","2010-07-27 17:27:49",480,NULL
703,830,4,"I disagree somewhat. Revolution does a great sales job in getting mindshare (as evidenced by your post) but as of right now there is very little in the product you would not already get with the normal R (at least on Linux). Intel MKL, sure, but you can get Goto Blas.  On Windows, they offer doSMP which helps as multicore cannot be built there.","2010-07-27 17:42:14",334,NULL
704,658,0,"The CLT requires that the MGF's exist in a neighborhood of 0. The Cauchy distribution does not have that property. CLT Win. 

Cauchy doesn't even satisfy the weaker requirements of a stronger version of CLT where all that is required is that mean and variance exist. The Cauchy distribution shows that the mean is required to exist for the CLT to hold. It doesn't make the CLT fail.","2010-07-27 17:46:38",62,NULL
705,744,3,"I remember once where a private industry company commissioned a mathematician to solve a garbage collection routing problem. Long story short, the mathematician complained that the company was only interested in finding a "close enough" solution rather than an optimal solution. I think, ultimately he was fired, and an operations researcher was brought in instead.","2010-07-27 17:59:21",59,NULL
706,658,0,"@Baltimark You have misunderstood my post -- its obvious that Cachy is not covered by CLT because of CLT assumptions, otherwise it would be impossible to prove CLT. I have gave this example because people believe that CLT works for all distributions; probably "fail" is not a perfect word, but still I don't think it is a reason for downvote. Ok, I have even changed it to not applicable.","2010-07-27 18:05:10",88,NULL
707,658,0,"I prefer your edit. The Cauchy distribution is definitely very cool.","2010-07-27 18:11:05",62,NULL
708,834,3,"I would suggest reviewing the wiki link: http://en.wikipedia.org/wiki/Akaike_information_criterion and then edit the question so that you can highlight the aspect of AIC that you do not understand.","2010-07-27 18:14:03",NULL,user28
709,658,0,"Yup; the another nice "paradox" comes from basic physics -- if you have a particle that has flown between two detectors with an uniform speed and you've measured the distance and time-of-flight with a normally distributed error, the speed obtained from v=s/t is Cauchy distributed, so one may say that it is undefined ;-)","2010-07-27 18:19:06",88,NULL
710,834,2,"Read also this question: http://stats.stackexchange.com/questions/577/is-there-any-reason-to-prefer-the-aic-or-bic-over-the-other","2010-07-27 18:22:29",88,NULL
711,827,0,"I mainly use multicore, still I like snowfall more than snow and Rmpi for its fault tolerance and clean interface.","2010-07-27 18:25:39",88,NULL
712,754,0,"I guess I should remove it... poor Karl Pearson, one of the inventor of hypothesis testing not understood by the 21st century ... I would vote up if I could, but it's me that put it here :)","2010-07-27 18:31:32",223,NULL
713,478,5,"The Statistical sleuth is used a the textbook on that great introductory course (there are 64 lectures in total)  http://video.google.com/videoplay?docid=-3474013489970580510&hl=en&emb=1#","2010-07-27 18:36:31",339,NULL
714,842,1,"+1 Great point about how this doesn't deal with splitting up the cross-validation.","2010-07-27 18:45:28",5,NULL
716,709,0,"There are also more advanced treatments on the course pages for PS 236 and PS 239 (graduate-level political science methods courses) at my website: http://cgibbons.berkeley.edu/teaching.html","2010-07-27 19:09:24",401,NULL
717,847,3,"Have you tried asking Google itself?","2010-07-27 19:24:25",88,NULL
718,846,0,"Maybe Wikipedia will be sufficient here: http://en.wikipedia.org/wiki/F-test#Regression_problems","2010-07-27 19:34:49",88,NULL
719,806,3,"What do you precisely mean by normalization?","2010-07-27 20:13:18",88,NULL
720,744,1,"@dassouki I think the quote is more about the question .... something like science is not about finding good answer but about finding good questions !","2010-07-27 20:21:49",223,NULL
721,680,0,"This was awesome. Thank you so much for this response. You've given me a great jumping off point. Any books you recommend since you seem to "get" where I'm at.","2010-07-27 20:24:17",9426,NULL
722,731,0,"Thanks for the paper, I upvoted you for it.","2010-07-27 20:24:58",9426,NULL
723,680,0,"you're very welcome. books:  

Statistics in Plain English to start. 
Multivariate Data Analysis by Hair after that .   
  
These are good web resources:  
  
http://www.itl.nist.gov/div898/handbook/  , 
http://www.statsoft.com/textbook/","2010-07-27 20:54:37",74,NULL
724,845,4,"gappy specifically stated that he has paired, i.e. non-independent samples, so assumption 2 is violated right away.","2010-07-27 22:08:42",279,NULL
725,349,0,"Do you have **any** intuition as to what the range will be?  If you're fairly sure that over half of the answers will be below number N, then you can make your last bin as large as you want.  Maybe your last bin is all numbers greater than 1 trillion - would that be high enough?  With the amount of memory in modern systems you can store a LOT of bins and achieve fairly high resolution. In terms of data structures, we're not talking anything fancy and memory intensive here.","2010-07-27 22:17:59",54,NULL
726,850,0,"It's a good idea, but

    "mtcars$dummy <- 1; lrm(am ~ dummy, data=mtcars);" 

gives back:

    singular information matrix in lrm.fit (rank= 1 ) Offending variable(s):
    dummy 
    Error in lrm(am ~ dummy, data = mtcars) : 
    Unable to fit model using “lrm.fit”","2010-07-27 23:03:52",501,NULL
727,858,0,"This will due for now.  Is the fact that this doesn't work in the Design package a bug?","2010-07-27 23:06:16",501,NULL
728,734,0,"yes - only one of the classes in the iris data set is linearly separable - so, I've now started experimenting with algorithmically generated datasets.","2010-07-27 23:22:51",130,NULL
729,845,0,"Sorry I missed that. I'll try and think of something else.","2010-07-27 23:41:17",8,NULL
730,845,0,"Thanks anyway. I learned something from the wrong answer as well.","2010-07-28 00:08:09",30,NULL
731,845,1,"@gappy: I've updated my answer. Hopefully this will get you started.","2010-07-28 00:09:12",8,NULL
732,841,2,"I'm not sure why the information that the observations are paired is important to the hypothesis being tested; could you explain?","2010-07-28 00:11:01",196,NULL
733,834,1,"Consider asking the general question about the AIC separately from the stata question.","2010-07-28 00:16:29",196,NULL
735,674,0,"In that case you re-work your model as it is no longer consistent with reality.","2010-07-28 01:06:13",NULL,user28
736,815,0,"the maximum entropy principle is also another reason why the Gaussian distribution is used.
For example, what are good reasons for using Gaussian errors in the linear model, except tractability ?","2010-07-28 02:10:27",368,NULL
737,868,0,"Also help with laying out tables on this site is much welcomed and appreciated.","2010-07-28 03:15:57",9426,NULL
738,869,0,"Interesting... I'm not exactly sure how to apply that to what I've done but I'll think on it a bit more so I can articulate a question. Thanks!","2010-07-28 04:22:26",9426,NULL
739,705,0,"@Srikant, thanks for the suggestion.  I spent some time trying it out and it seems like a good start at getting a quick visual comparison, especially when the fit is bad.","2010-07-28 04:35:31",251,NULL
740,870,0,"your reference about q-value should be http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.aos/1074290335","2010-07-28 05:54:26",223,NULL
741,866,0,""Say I want to estimate a large number of parameters" this could be made more precise: What is the framework ? I guess it is linear regression?","2010-07-28 05:59:31",223,NULL
742,870,0,"The Benjamini-Hochberg procedure is not for calculating the FDR, it is for controlling the FDR (keeping it under a predefined threshold)","2010-07-28 06:11:26",223,NULL
743,870,0,"Your question, as it stands, is difficult to understand. What do you mean by "referred to" ?","2010-07-28 06:15:01",223,NULL
744,858,1,"Rather a non-implemented feature, still you can send a bug report.","2010-07-28 09:23:10",88,NULL
745,497,0,"Change to community wiki.","2010-07-28 09:27:17",88,NULL
747,835,0,"aligatou gozaimasu","2010-07-28 09:35:29",223,NULL
748,497,0,"@mbq Done......","2010-07-28 09:36:32",190,NULL
749,252,0,"@Dirk yes, that is correct, have edited my answer to include this information, cheers.","2010-07-28 10:00:28",81,NULL
750,789,1,"This is Creative Commons but does not allow derivates... :( That way, I cannot use the bits in my own course material, just the bits I need them to know...","2010-07-28 11:00:41",107,NULL
751,880,0,"But still, what do you want to measure with CV and in what purpose? To get a cutoff of attribute number?","2010-07-28 11:15:17",88,NULL
752,880,0,"@mbq: thanks for the advice. I have edited the question accordingly, hope it is more clear now !","2010-07-28 11:26:47",223,NULL
753,887,0,"What do you mean by: "we would like to test whether it is an vis-a-vis the general population"? and "single sample S"?","2010-07-28 12:06:44",NULL,user28
755,886,2,"I don't see the interest of these questions about trying to bridge a fictive gap. what is the aim of all that ? in addition there are a lot of others idea that are fundamental in statistic... and loss function is at least 100 years old. can you reduce statistic like that ? maybe your question is about fondamental concept in datamining/statistic/machine learning however you call it ... Then the question already exists and is too wide http://stats.stackexchange.com/questions/372/what-are-the-key-statistical-concepts-that-relate-to-data-mining/381#381.","2010-07-28 12:19:52",223,NULL
756,890,0,"Maybe you can precise your problem?","2010-07-28 12:44:10",88,NULL
759,886,0,"Well, I do not know much about machine learning or its connections to statistics. In any case, look at this question: http://stats.stackexchange.com/questions/6/the-two-cultures-statistics-vs-machine-learning which suggests that at the very least that the approaches to answer the same questions are different. Is it that 'unnatural' to wonder if there is some sort of link between them? Yes, I agree that there lot of ideas in statistics. That is why I have fundamental in quotes and restricted the scope to estimating parameters of interest.","2010-07-28 13:13:32",NULL,user28
760,886,0,"@Srikant link between what ? note that I really like to search link between to well defined objects, I find it really natural.","2010-07-28 13:20:05",223,NULL
761,893,0,"An excellent link. Thanks for sharing this one!","2010-07-28 13:43:41",1356,NULL
762,894,7,"It is not quite correct to say "you cannot change z". In fact, you have to change z to make the sum equal 10. But you have no choice (no freedom) about what it changes to. You can change any two values, but not the third.","2010-07-28 14:29:49",25,NULL
764,899,0,"Can you assume that the other two groups are from different Normal distributions?","2010-07-28 14:37:00",8,NULL
765,908,0,"said "You miss one important issue -- there is almost never such thing as T[i]"

 I wanted the answer to focus on the problem of selecting the number of variables. Construction (which I agree are not perfect) of T[i]  are discussed here http://stats.stackexchange.com/questions/490/variable-selection-procedure-for-binary-classification

Sometime, it is also usefull to discuss problem separatly.","2010-07-28 15:21:55",223,NULL
766,902,0,"This is an interesting paper.  Could you add to your answer with some more references and include (for instance) the paper's title and author?  Are there any particular academic research labs working in this area that would be relevant?","2010-07-28 15:37:02",5,NULL
767,908,1,"@robin But here you can't tear those apart. The most of algorithms mentions in that question were created to address this issue -- forward selection is to remove correlated features, backward elimination is to stabilize the importance measure, mcmc is to include correlated features...","2010-07-28 15:37:10",88,NULL
768,908,0,"@robin the idea of making some exact importance measure was a base for so-called filter algorithms which are now mainly abandoned since they were just too weak. They have the advantage that they are computationally cheap, still this is not worth it.","2010-07-28 15:42:44",88,NULL
769,910,0,"I'm not sure that this is entirely correct.  In what sense do machine learning methods work without parameter estimation (within a parametric or distribution-free set of models)?","2010-07-28 15:48:18",39,NULL
770,910,1,"You are estimating/calculating something (the exact term may be different). For example, consider a neural network. Are you not calculating the weights for the net when you are trying to predict something? In addition, when you say that you train to match output to reality, you seem to be implicitly talking about some sort of loss function.","2010-07-28 15:59:39",NULL,user28
771,779,0,"@Henrik Is there any meaningful difference between a single sample from each of N independent and *identically distributed* RVs and N independent measurements of a single RV?","2010-07-28 16:03:13",174,NULL
772,899,0,"@cgillespie: it is the same group, just with two modes, I guess, and therefore I probably cannot assume this.","2010-07-28 16:03:55",219,NULL
773,910,0,"@John, @Srikant Learners have parameters, but those are not the parameters in a statistical sense. Consider linear regression y=a*x (without free term for simp.). a is a parameter that statistical methods will fit, feed by the assumption that y=a*x. Machine learning will just try produce a*x when asked for x within the range of train (this makes sense, since it is not assuming y=a*x); it may fit hundreds of parameters to do this.","2010-07-28 16:07:24",88,NULL
774,909,0,"`optimize` requires two distributions to be side-by-side as I understand. In my case one is inside the other, i.e., the values from the second population are on both side of the limits.","2010-07-28 16:09:25",219,NULL
775,11,1,"Interpolation involves 3 things: 1) a class of functions to interpolate, e.g. sound, pictures, terrain; 2) grids of known / unknown points, 4 cases regular <-> scattered; and 3) a model of noise added to 1). There are many many interpolation methods for various cases, most ad hoc, not "in common use";
even IDW has variants. Can you describe what you're interpolating ?","2010-07-28 16:11:35",557,NULL
776,910,0,"@Srikant About the second issue; yes, it can be called a loss, but on unseen data, not the training one. When statistical models are used for prediction, it is assumed that the train is a perfect representation of reality and contains the full scope of the true process, which is not the case of machine learning.","2010-07-28 16:18:22",88,NULL
778,349,0,"Any intuition? yes. And your approach could work in general. However, in this case we can not have a lot of memory/computation. It is in a networking application where the device could see tens of thousands of items per second, and have VERY little processing left over for this purpose. Not the ideal/typical scenario, I know, but that is what makes it interesting!","2010-07-28 16:43:50",247,NULL
781,894,0,"That's right, thanks for spotting an error!","2010-07-28 17:35:42",1356,NULL
782,924,0,"By the way, is this a duplicate of what you posted here? http://stats.stackexchange.com/questions/920/test-if-probabilities-are-statistically-different","2010-07-28 17:42:49",NULL,user28
783,924,0,"I didn't think it was a duplicate. One question deals with probabilities and this one deals with a discrete variable.","2010-07-28 17:43:42",559,NULL
784,926,0,"When I saw your original answer, for a second, I lost faith in my intuition! :-)","2010-07-28 17:49:37",NULL,user28
785,926,0,"It was surprising to me also!","2010-07-28 17:52:05",287,NULL
787,926,0,"#JoFrhwld, would you happen to know the Matlab function to calculate this? I don't have access to R :(","2010-07-28 18:01:10",559,NULL
788,930,0,"Indeed we have suggested something like this in this topic; I'll dig for a link.","2010-07-28 18:05:47",88,NULL
789,930,0,"And I think your criterion for 'intervality' is valid only for a uniform distribution.","2010-07-28 18:10:53",88,NULL
790,926,0,"Sorry, I don't have access to Matlab! I'd just google around for it. It's surprising you wouldn't have access to R, considering it's free and platform independent.","2010-07-28 18:14:50",287,NULL
791,931,0,"And probably not easily put on an iPod, if that is essential to you.","2010-07-28 18:18:25",561,NULL
792,929,1,"I don't think it is a valid question here; just check out wiki and references there: http://en.wikipedia.org/wiki/Probability_interpretations","2010-07-28 18:20:32",88,NULL
793,929,0,"That wikipedia article is filled with "dubious-discuss" and other tags, so the question would become how comprehensive is that wiki article, what interpretations are missing from it.","2010-07-28 18:26:20",560,NULL
795,935,0,"Not comprehensive at all then. Thanks.","2010-07-28 18:41:44",560,NULL
796,928,0,"By the way, P70 - P50 represents the percentage of people who are between the 70th percentile and 50th percentile and that percentage is 20. Clearly that is the same as P50 -P30. When assessing if differences are equal I do not think you should look at the underlying scores.","2010-07-28 18:44:11",NULL,user28
797,904,0,"Fully agree ! the questions that are asked are different. Registration, landmarking, estimation of derivatives can arise from the functional view. This convince me ! so the big deal with functional data (as it stands in statistical literature) would not be that it is defined on a continuous set but more that it is indexed on an ordered set?","2010-07-28 18:44:58",223,NULL
798,929,1,"Still references are quite informative. And nevertheless even if it is discussive and mentions something that is not present in the book it is some kind of a clue, isn't it?","2010-07-28 18:45:07",88,NULL
799,926,0,"@MJoFrhwld, I need to use Matlab so I can incorporate it into my simulation framework.","2010-07-28 18:53:16",559,NULL
801,439,0,"I've accepted this answer on the somewhat capricious basis that I now remember Wasserman's book being recommended to me by someone else several years ago.  The same person also recommended "The Cartoon Guide to Statistics" by Gonick and Smith.","2010-07-28 19:13:50",89,NULL
802,290,0,"I am tempted to say "R for Stata users", but I would get voted down for this :)","2010-07-28 19:19:36",253,NULL
803,917,1,"I'd argue from a standpoint of trying to create good guess as to what video game a person likes coding 1s and 0s for like and didn't like isn't a good approach.  A scale of 1-5 or 1-7 is quite easy to elicit and will require fewer datapoints to generate a good model (because each data point provides more information).  With caveats about treating ordinal data as interval data of course applying, but probably not really that important in this context.","2010-07-28 19:23:52",196,NULL
804,936,1,"Econtalk is one of the most intelligent podcasts out there.","2010-07-28 19:36:06",319,NULL
805,917,0,"Agreed. I just answered in terms of the question, which was about logistic regression. I've fit proportional odds logistic regressions for ordered data like this in R using `MASS:polr`.","2010-07-28 19:42:06",287,NULL
806,918,0,"I was actually going to discuss this same thing. I had a job evaluating CEP/ESP tools, such as Aurora, STREAM, and Esper once...","2010-07-28 20:40:34",110,NULL
808,939,0,"Read carefully: http://en.wikipedia.org/wiki/Yates'_correction_for_continuity","2010-07-28 20:55:03",88,NULL
810,898,0,"Bayesian methods are theoretically well suited for real time analyses because the essential Bayesian method is to take a prior belief, and using a bit of data, compute a posterior belief -- which can become the prior for a new cycle.  While that part sounds good, there are practical difficulties and significant hurdles in specifying interesting models on real, changing data that are tractable and easily computable.","2010-07-28 21:35:46",87,NULL
811,944,6,"IMO total off-topic. Voted to close.","2010-07-28 21:58:10",88,NULL
812,948,0,"Will t.test() compare the means across all levels of a factor?","2010-07-28 22:59:28",569,NULL
813,949,0,"Till we have latex support, could you please avoid using latex. It is hard to make out what you are saying. See this meta thread: http://meta.stats.stackexchange.com/questions/5/what-typographic-support-is-available-to-support-display-of-statistical-formula","2010-07-28 23:03:58",NULL,user28
814,917,0,"Thanks guys! TONS O' INFO. :D So then what I'm doing now isn't exactly logistic regression and is instead proportional odds logistic regression?","2010-07-28 23:06:39",9426,NULL
815,682,0,"I ordered Statistics in Plain English... I'll accept your answer when I get it on Thursday if I dig it as much as I think I will.","2010-07-28 23:08:37",9426,NULL
817,918,0,"VFDT looks very interesting; thanks for the references!","2010-07-29 00:21:10",5,NULL
818,928,0,"And the same stands for calculating correlation coefficients, I guess?","2010-07-29 00:26:04",1356,NULL
819,928,0,"Yes, that would be correct. In fact correlation would be ratio as 0 means no correlation and such a conclusion is scale invariant. By the way, I suspect that percentiles would also be classified as ratio as the 0 point is scale invariant but it does not really matter. Most statistic applications require interval level measurements not necessarily ratio.","2010-07-29 00:53:56",NULL,user28
820,939,0,"@mbq I did read the Wikipedia article but I wanted to confirm and verify it","2010-07-29 00:55:08",559,NULL
821,944,3,"I agree. I think R programming question would be a better fit on StackOverlfow.com than here. http://stackoverflow.com/questions/tagged/r","2010-07-29 02:45:20",319,NULL
822,808,0,"Thanks. Had the opportunity to work with a great statistician for a while and was always amazed by how much information he could get out of the least amount of data by asking very pointed questions. This quotation so reminds me of hm","2010-07-29 03:30:12",482,NULL
823,917,0,"What you _want_ to do is a proportional odds logistic regression. I'm not exactly sure what to call what you _have_ done,","2010-07-29 03:47:12",287,NULL
824,952,0,"How are you defining redundancy?","2010-07-29 04:15:57",NULL,user28
825,957,0,"I am not sure I understand what you are saying. I am not sure there is any relationship between a new draw x and the current sample mean mean(S) as x ~ N(mu,sigma^2). Clearly, the draw of x can be anywhere in the support of the distribution. It is more likely to be around mu and less likely to be in the tails but it does not have anything to do with mean(S).","2010-07-29 04:20:42",NULL,user28
826,955,1,"Imo this question is offtopic on this site as it not goes about statistics itself.","2010-07-29 04:36:54",190,NULL
827,917,0,"Hahaha ok thanks man","2010-07-29 05:35:37",9426,NULL
828,603,0,"It does not; GLM is not machine learning. True machine learning methods are wise enough to hold their level of complexity independent of growing number of objects (if it is sufficient of course); even for linear models this whole theory works quite bad since the convergence is poor.","2010-07-29 07:43:01",88,NULL
